f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.00035058491578874055,0.07123418698846691,-0.03996593594032981,0.15684933144219784,-0.00487335942371599,-0.011893622101252143,0.19616979813074842,-0.010047240865345305,-0.011452471069876477,0.012992687508292557,-0.0048455746023006886,-0.00582776718278312,0.030109590642771838,0.11908693923667256,0.030569171063667733,-0.0034382286075793833,0.020009151236463827,-0.031207128189584616,0.7723260474190338,0.35022629684030443,0.017031056488159196,0.3364036601385306,-0.02856928464182113,-0.007749868266628752,-0.010742056495220706,0.040402343158658316,0.008711378104180654
2.0,1.0,0.8673964327511664,0.07528527494262885,-0.03823461562743477,0.09510431384528018,-4.815705127852511e-05,-0.011144871621388995,-0.01986736971631609,-0.01592441343349823,-0.005302867113557584,0.0008077940071405191,-0.0008194427122646877,-0.007971173986304652,-0.012134011032914005,0.009509024778401999,0.014772312531234635,-0.0015554485852783137,-0.01209469581337922,0.007178755113282403,1.5212929295593354,-0.036766274004569034,0.014767160281114536,0.62826234301291,-0.028749482033382952,-0.026298732221611255,-0.005495221237257625,0.033689969817523986,0.006550465590209182
3.0,1.0,0.1346583951156774,-0.030476178311484373,0.01485902425629034,-0.014078067657314126,0.0024369257971768414,0.011144351467117975,0.015029799230609642,0.006122928261733006,0.056394326326380737,0.0014337480364290914,0.00788294954979039,0.010172813902255919,0.018495433878815852,0.00302884466087772,0.013004519427029371,0.011474580521209319,0.025447041102872544,0.012798714916669599,0.0632315299528907,0.02202756742060768,0.014623331112664263,0.2575313283929127,0.01124145675127521,0.009087616855447435,-3.808029509352537e-07,0.05026998278217386,0.0015033213112368555
4.0,1.0,-0.12086382282601112,0.04527477416823407,-0.037386141051601575,-0.022967273048849816,-0.004224352633672576,-0.013026895113820922,-0.010610865842342665,-0.01477428126750039,-0.007543421279859975,-0.00326768596950082,-0.00980418350124043,-0.008169886508589175,-0.02545166559003995,-0.007157151947321743,-0.005234248236787205,-0.005627283924389627,0.006948692976069773,-0.013917770552275206,-0.10567875901130663,-0.1120537167088906,-0.011412345936107418,-0.16586558805960905,-0.0491326356423856,-0.037932305008638416,0.004628058156162637,0.05251387467976599,3.5335268490072676e-05
5.0,1.0,0.12662241174048944,0.032778515352538826,-0.06655906504402487,0.004437354545644458,0.004232907115662137,-0.016057174364308518,-0.008068840156816805,0.009553599718735812,-0.020538931698563637,0.003012735288338317,0.009765231830879201,-0.01041179761194195,-0.007636267459241359,-0.00953475586752361,0.009522922742282492,-0.007043012592203468,0.026720033454721754,0.000879690256168667,-0.5471600835711099,-0.07517330399965065,-0.003640728693286802,-0.28730059932300334,-0.03474260338098527,0.02796254955991276,0.0019410320968947833,-0.10341673825532466,-0.0031720188919457
6.0,1.0,-0.053392972047975225,0.029534393609629617,-0.07208805919931319,0.008873134252800766,0.0019399594808723873,-0.017556317306873185,-0.012658872190819135,0.004472316898774301,-0.011936246775772605,0.0031588831102148276,0.006394636300028339,-0.022804442117305774,-0.010130815461826473,-0.01466765007963645,0.004492771394195862,-0.005181559670443189,-0.0001215338860520724,-0.010937721022621296,-0.5350946793019102,-0.09120092483360825,0.023703563706426983,-0.28428561620739184,-0.0365446622359123,0.012035304816550765,0.002198208395593211,-0.09396549817173024,-0.004434876804368122
7.0,1.0,-0.3716348192365579,0.02565855664199095,-0.09300837885658612,-0.0159622368451763,-0.015557519308411979,-0.019579491871680402,-0.039444960359507286,-0.03388446106000556,-0.012554219919039704,-0.009721915779807517,-0.028050901535970892,-0.0029208155898063633,-0.018959895373099195,-0.030259819861764275,-0.0044314857289741195,-0.0016540004137209794,-0.030622253227558672,-0.01056172503570848,-0.6196314369339795,0.07480737207167577,0.017769412522244295,-0.16045256377674177,-0.050925450573781346,-0.03365727839892376,-0.019459977108035747,-0.08970177064759824,-0.0018058372256895133
8.0,1.0,-0.0879079804165057,0.034162961900027246,-0.06814043086643831,-0.0006265024183000293,0.008984100635370793,-0.006976677636618263,-0.009626539332527936,0.005094104756975789,-0.008592722458114072,0.0006639316453670574,0.0021860042585487285,-0.00945858917407548,-0.009430876254116283,0.020392153181966993,0.009874436273482213,0.008481569328263027,-0.025079628987254163,0.017559452586599612,-0.5292525278114212,-0.05751043660935999,0.025533308241019015,-0.1930352419862586,-0.021117840665305743,0.018953383999054683,-0.01094494661736392,-0.08500071791372528,-0.004125205432768121
9.0,1.0,-0.08978252526838965,0.032202717533402404,-0.055438653859020005,-0.004546210293415086,-0.005371882738885831,-0.014937249781072774,-0.007272568215425069,-0.014222568893625867,-0.011165513432676081,-0.001130814174122129,0.018846821748385905,-0.0011406332010402585,-0.008429225558823437,0.017010364193219156,-0.0039648512552695634,-0.003942382168151218,0.01461222144531983,0.03010331019809775,-0.5114748278564603,-0.03431642566874102,0.03620781846491396,-0.1110986954407078,-0.02343564641815989,-0.006901989212710651,0.0038594481027111717,-0.07018966115728051,0.024823913497104687
10.0,1.0,0.15659258553174704,0.048243421077315024,-0.05511430954935499,0.007638255630601336,0.003421299105832201,0.06856291493867615,-0.005474546169089993,0.0032570617318560297,-0.009248195689760753,9.669794734496026e-05,0.0062570901599553665,-0.015206280851459702,-0.02052869543659197,-0.004343181380902105,0.021133435324434124,-0.0062811571112763405,0.026646893234281106,0.007597395490054187,-0.024524734095461596,-0.07226701314656617,0.07092714673031561,-0.040275161048748384,-0.03702309097305889,0.0152834653222185,0.005483379872043032,0.05620733261394183,-0.0035039090956674426
