f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_25,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.09569735441947749,0.06115480403134107,-0.1021748263329516,0.015871472435811034,0.005150079760700522,-0.02988191602662435,0.00038884464300317475,-0.026066373363856643,-0.01537250968172194,-0.002190103792867893,0.008847364756934485,-0.022981155503685076,0.02338013332476165,-0.007509096524327713,0.004811704087349034,-0.007778837553798739,0.009422231013534052,-0.0970064030891334,0.25434493519133594,0.2108776990684,0.02869869467516999,0.22332902004475397,-0.02785202500514588,-0.000696108152616115,0.09042586429968992,0.005224505001249798
