f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
12.0,1.0,0.01977726772447637,0.03212431235126413,-0.08863277590035179,-0.00034014419051260625,0.009682316000322162,-0.020518758535698425,-0.026091633462568157,-0.02467308375791328,-0.02884953654806593,-0.0023862160159956146,-0.00658997505487217,-0.0032972242208398955,-0.04549553333667225,-0.009881619753095617,0.004179194851659474,0.007882655030648637,-0.04071690379980421,-0.5055152959126588,0.0327112290395442,0.019415367510386423,-0.7553428151147873,-0.03296055914096644,0.0006553677531526043,8.970555301307287e-06,-0.108650243608843,-0.012449200351928359,0.0009239551547068541
13.0,1.0,-0.19301840058482203,0.0256303898150907,-0.0985967961139705,0.03746377026559906,0.0012739326432069625,-0.01987251366742455,-0.0034840234834423557,-0.015480570934023993,-0.014656342552043043,-0.0012154930115287836,-0.019081929062140016,-0.017443185877892495,0.00235101152779554,-0.011408272835228345,-0.0044890124299674745,-0.002080932291426607,0.0020561017881232015,-0.5482756842687845,0.0029639613267327847,-0.02287010759865433,-0.6869473147902221,-0.011135871848188058,0.009955019905049574,-0.0009492015766898412,-0.08716624291859777,0.056979982581157246,0.0041247783826712636
14.0,1.0,0.3558445577630331,0.03468470928514709,-0.09833701582449603,0.04425822471230644,-0.0014846378798646777,0.0038661694204818373,-0.046176802081831565,-0.02658393990111938,-0.007036974253496731,-0.002803379638999201,-0.0031953120945478015,-0.015250640391953254,-0.04935651801378452,-0.004327455038456132,-0.0041112968244308296,-0.002849334216923854,-0.025707528779885854,-0.5137033507751007,-0.0022398217319090957,-0.025296920051515417,-0.6447060957278337,-0.03039952661850194,-0.014516925946510415,-0.0003235735378000218,-0.09539440503435687,-0.029658969576056692,-0.0032890628740843983
15.0,1.0,-0.2582892273023682,-0.2521386528213176,-0.005436089499665633,-0.04718618745443157,-0.024825186270188166,-0.020543507799457673,-0.031069149291247367,-0.03938415337065966,-0.024825342856040752,-0.00022660055806671364,-0.0150009066698056,-0.00975980312013112,-0.05863858701612972,-0.010671828804501219,-0.019466780907772367,-0.021050612256809036,-0.04779036282681767,-0.1221176124343869,-0.016983091566062616,0.015108868771881081,0.06647175688395755,-0.0033594257197372057,-0.023092294717144232,-3.2491437321892185e-05,0.029440376884297608,-0.007891909493982736,-0.04812822219936521
16.0,1.0,-0.022820126081985265,0.030359120791925133,-0.0023182006610616415,-0.0048151879760058415,0.006504890080225929,-0.014984674852628221,-0.028923840707373718,0.008319898620624924,-0.030345694290101914,-0.0023822942147986143,-0.0041318672555638,-0.008817272023186004,-0.053463266660289235,-0.010404973956890492,-0.03179283803380174,-0.005655302543371281,-0.02729025501609931,-0.4635660371661827,0.025892253679995068,0.013253476699499528,-0.6710121364908072,-0.031152584605125606,-0.006052766676979124,3.805770817673598e-05,-0.09675062564596278,-0.008355275855117819,-0.01948155097559557
17.0,1.0,0.06181604739977415,0.07824844490184667,0.046100658868479416,-0.011958038169699566,0.013600244619464595,0.06927957655916744,0.01032421930456906,0.14343783574709096,0.14264807958885378,-0.0035246150096681925,0.0005065911622429847,0.018759595882688693,0.15759324385675133,0.007342571469904777,0.028967047310439344,0.01271319320457192,0.0378284434026447,0.3440222273755335,0.04285132615157273,-0.00849222680689684,0.27082139777706044,0.052571332645568354,-0.0002682773471238968,-0.0006597500806360106,0.03370966469644915,0.0021598267547901996,0.002636446865662829
18.0,1.0,-0.06562302544822111,0.0418178352964741,-0.03696691390762543,-0.029629827164489773,-0.015147392149717692,-0.019527691860491796,-0.015445646418761111,-0.02625026774986581,-0.019355862352052056,-0.0034851573858394012,0.000558952276099844,-0.027389598369660612,-0.03320944451848854,0.00490378119122363,0.0023903518977411286,-0.0008905698181593676,-0.039768202524092536,0.2753316520435233,-0.10598997775124681,-0.014422149294313229,0.14782828383074678,-0.02634520646933075,-0.013021291304712086,0.0007894100239252799,0.030685640398252254,-0.014867419114976022,-0.00024440412669013683
19.0,1.0,-0.12111837440230325,-0.23099150643600033,-0.04899908632374134,0.0302437311608965,-0.02035540700984271,0.0003323377091004622,-0.003897371990095104,-0.016916910630178,-0.030354572197695856,-0.0039423185686265445,-0.027131212330107266,-0.01840173214603309,-0.005123411492035569,-0.006103987846445649,-0.04994105788746231,-0.031661300714858925,-0.053443293334460115,-0.12057894558853595,-0.12575329879068176,-0.030319636265979378,0.09148649431852365,-0.010981337553740114,-0.008677754581167402,-0.004994751041893618,0.018170075428154017,0.07071793124078536,0.0006855947393101456
20.0,1.0,0.0071812937613528385,-0.1980614134281444,0.027384017728946643,-0.026824968137001644,0.002552325826243232,0.013432860770552568,-0.0126582004675677,0.011843179294272994,-0.03425799551499349,-0.0024359223965874054,0.00036354986974264966,-0.07295629446930231,0.05275097734447248,0.00010651709608613513,-0.04155967261485357,-0.006693336886014068,-0.05191815273892765,0.638980571362157,-0.10302748194530006,-0.014059650097909823,0.4183867069488588,-0.01769642777773075,-0.037306537885357906,-0.0017434998580166741,0.016785179441752663,-0.012418273251718705,4.8418366039060285e-05
21.0,1.0,0.014185248815413772,0.032751808557305674,0.03270440316274041,-0.01962405016074445,-0.00014430516618748387,-0.008112396601929712,0.09242790080472703,0.1109040899251182,-0.012734472582221254,-0.004027139725066005,-0.003306224305105882,-0.016022751419225486,7.949714033661395e-05,-0.0069479407649264205,0.020853299074864187,0.00349124410370557,-0.05007440455154796,0.26394910163921914,-0.03554100727392995,-0.011099713963520292,0.32350081478190806,0.010417513190271573,-0.007099678170439858,0.0020634329733903375,0.0280861047408006,0.06527393669943587,-0.00027715443462054674
22.0,1.0,-0.09764660400099631,-0.21647090681163053,0.03375934677502611,-0.008248694456274153,-0.007515072964758772,0.003110397758442193,-0.024623329459994375,-0.015293919965954608,-0.015969303326540594,-0.001240017446814681,0.007747054470722539,0.026983506723984155,0.007081024653913716,0.007854052689914393,-0.033178709189852114,-0.001903121028912241,-0.044865995569326106,-0.11247752704964839,-0.10679336620658682,-0.0021570724297529575,0.08483408216661815,0.01371818294360102,-0.002415173399420682,0.0011984761117983603,0.024809590169326292,-0.016394090596768204,-0.03832933733800889
23.0,1.0,-0.09677223502368709,0.08486597537880038,-0.042390368085816164,0.05150838439702257,-0.007933487578932913,-0.013401383478895669,0.02195282645415066,-0.021980887781474397,-0.005796539741686006,0.022721294596171077,0.003371851992129395,-0.010364038523993693,-0.00989612749636505,0.004413059426414189,0.005280872991815991,0.008121271670072126,0.019153120435265254,-0.10253500631761532,0.05115363069557961,-0.01530488319501344,0.17746209920546932,-5.4590421318528816e-05,0.0032232594618445427,0.0004793074407123247,0.036751678706508195,0.0007113124030506087,0.0026851287068276283
24.0,1.0,-0.11902762032378818,0.08261519535942191,0.06466371073299501,-0.01487422515886901,0.007450655276263235,-0.0006351129331287895,-0.033181237086526996,-0.028503813630074752,0.0005982405731145632,0.016362860983851982,0.011647867283167345,0.009315784602244283,0.01860349207941793,0.003580524566347807,0.013328064539658362,0.002500351845837017,0.015293865094844303,-0.08427944523759155,0.05323571424769334,0.022986732981461956,0.18261125577311915,0.02858295389205825,-0.0058812646318558825,6.780181202583821e-05,0.03979074674291644,-0.0039530213293429255,0.016359011141652835
25.0,1.0,-0.08565478464199522,0.05897650372237722,0.0386851867588484,-0.006678554183938652,-0.01774960952552317,-0.011864457633076126,-0.029351084309336063,-0.022670586404401043,-0.0005642572800907595,-0.002509852023567995,-0.005667281195481339,-0.007597123988398504,-0.03494562321062727,-0.0005125168706506718,-0.005767462966140615,0.001539356457987183,0.010425846817982783,-0.0895910017571821,0.016433986087068538,-0.007246854967908029,-0.03169511108754594,0.000771660826896825,-0.010896211149179805,-0.00016762764631273418,-0.06154963533915708,-0.010425475666209754,0.004845769952611518
26.0,1.0,-0.09321526555861058,0.07174918509421102,0.041676186646989244,0.05305032582512457,-0.0009382089045959311,-0.01340187375400021,-0.03252578625917994,-0.014084362813652397,-0.03525875099386381,-0.008479781880237989,-0.004081803026875945,-0.024441585923521896,-0.05637465638949171,0.005313978225568711,0.0042565318012859135,-0.0033017593902906956,0.013057649129875675,-0.09796941658077289,0.030025142988923205,-0.0027137537480894074,0.18056156361162168,0.016871672709173682,-0.008219453498907275,6.580261942996176e-05,0.03883506830011918,-0.009227645870085427,-0.0007416431768864349
27.0,1.0,-0.08828492727625897,0.07637078304216655,0.0511487673388864,0.033383490612460126,0.003085945574847512,-0.011866335580647062,-0.020940575340694833,-0.014981089031299393,-0.005306257856464417,-0.0014677505728656437,-0.0038920632074440475,-0.01590681588825572,-0.014260846653344195,0.003695847474374515,0.013339725520387712,0.010010891855880983,0.05228832564807346,-0.08231540243374692,0.015626374633074324,0.017255433737254553,0.16993139466341903,0.02571374999698424,0.017145335421551777,1.1463496653144577e-05,0.03857026481201713,-0.00800478091950741,0.01674666988269192
28.0,1.0,0.06406415732935819,0.0823136479340495,0.05046499641000904,-0.03966211532102998,0.009751845158039615,-0.0025846384565838465,-0.024026114169299607,-0.014420395395544742,-0.002890676404913705,-4.625725774747239e-05,0.016238598432044813,0.011038919395533567,0.022833869830424795,0.004175658920463296,0.008820666635140657,0.005807242016609439,0.05970861179354299,-0.05951925911510618,0.05202230210300132,0.01329683823414408,0.18201649316934604,0.022112093497032553,0.00561623887898456,2.793540906058194e-05,0.042495055097782015,0.0007436916179914444,0.0023618187244913097
29.0,1.0,0.10378891360104878,0.07919243570411215,0.0674682109271212,-0.007232485891593081,0.01539320540757254,0.0192102559328177,-0.01623647503929366,-0.017514463858562705,0.023405633762268643,-0.0025634865031148235,0.009076813689683385,0.005241934133075321,0.028728824380496357,0.0078029574819321375,-0.008043880184087896,-0.0031167544169864512,0.034940971201221645,0.21439449113660458,0.074311978588474,0.0164184330613117,0.21924686073567853,0.04894984304721404,0.017156312682593666,0.0005705524381885255,0.044183448715431395,0.004594681621553871,0.0037450625991532808
30.0,1.0,-0.027562464128320936,0.08641276344291549,0.06842395786840962,-0.0016199538115181226,0.006878655106639944,0.005363379955256126,0.01274227313159573,-0.012154253087541127,0.002926660410323305,0.005455521040104772,0.014655482070443973,0.04275771932855586,0.02229249517075064,0.0022042616421833723,0.015377242065339018,0.00396875365964242,0.05132694900514135,-0.0338789497256629,0.06283759219968033,0.019482411180101425,0.1810722368347695,0.023143281729168987,0.01516215345942378,-0.00030954211157752445,0.043639881189058184,-0.001522376129347516,0.008899680890557529
