f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.06145649617039849,0.10518043251810773,-0.03469500603438244,0.18679963459231697,-0.00999878391748523,0.003516925432355304,0.3074447276178872,0.01235383958410528,-0.03801790174149902,-0.0031821246939776364,-0.001659258801697479,0.0556281283798785,0.0714273218631832,0.12018675035804854,-0.02607691369213041,-0.0008087405455733577,-0.04303570518346368,0.8322613767629878,0.015493072721043239,-0.008574812954257341,0.32203448481335095,0.014598317657227362,0.0030617897760183443,-0.0005189579941259024,0.019792097995749908,0.09599020575074987,0.0027725800882943616
2.0,1.0,0.7855329807297421,0.08766727589296903,-0.0379148454402502,0.12361172432382765,-0.007842078800458605,0.010079290314365077,-0.002931381574313668,-0.022319528642337313,-0.013382159729557376,-0.0007583431493940485,-0.00011987178293625605,0.07192433283975835,-0.02865268096565963,0.00031443895391356077,0.01021969057951646,0.0021067154572361555,0.025650501475623363,1.2103745352688793,0.023484384975771024,-0.012654485388090869,0.9074211105364456,-0.008039273379481618,0.022208823191143222,-9.926247729703406e-05,0.021517732777054852,0.1060067785253968,0.002073344179406526
3.0,1.0,0.0869219490654428,0.03827041385598948,0.000568944246152924,-0.02093733920185978,-0.0004158374042525492,0.03254736678157534,0.004208986003407057,0.13250681620082808,0.08994212555913167,-0.0019770544217226926,0.0034706605496783675,0.008924729067059725,0.07369815823452147,0.006835326299712612,-0.002819324620266516,-0.00547963345609601,0.029603728974651487,0.2618719185340276,0.03339272070889638,-0.012433405550703876,0.21411744925743187,-0.0006182720028054337,-0.030174891757969585,-0.0006396757023066889,0.03603080108386985,-0.014919035613675835,0.002448496861095632
4.0,1.0,-0.16325082221327214,0.07333157894546227,-0.03796899457045327,0.03785913533649781,-0.007669446130202035,-0.023829889840300662,0.012940337707860272,-0.029966426933298856,-0.028729433688590756,-0.003073882875994368,0.005802330778446069,-0.017198017951589692,-0.053449009408006405,-0.008280043604823532,-0.005393487420758549,-0.009192480581860417,0.02252431458149044,-0.16191419351464692,0.014331818820614779,-0.024103007596642294,0.055295619357150584,-0.02720050483165734,-0.0021680537419962917,0.00048031884484839586,0.03422771582866563,-0.00682335361881304,0.00204680601215993
5.0,1.0,0.04408957437222286,0.03341899439520732,0.009277800776781624,-0.00042625634789268327,0.008386445708706433,-0.018718854615803162,-0.025175958499420645,-0.02194727693303683,-0.00822139327791526,-0.0021794504941847325,-0.0010333399494066788,0.010627390940748245,-0.033052757520778686,-0.00690022392612797,0.007543160784218056,0.021052385409619057,0.015439568504705365,-0.4600985881241694,0.03196672120572739,0.019104834986614742,-0.6234642927429299,0.00784246666369965,0.01643305499876411,3.266268648200387e-05,-0.09546405732487606,-0.009040447506034926,0.002665274860557081
6.0,1.0,-0.04997872117813261,0.03570467796136334,0.005132580232937829,-0.0013065367946171916,0.012402120780861682,-0.013430542574235156,-0.022529133525982317,-0.018595528227373766,-0.02291171675887814,-0.002370233776882162,-0.01935740354031442,-0.015214145518048698,-0.054083691873154885,-0.007434427560637569,0.0015291013391991251,-0.007624597912864154,0.019900343943298697,-0.468672692702802,0.027748755713290964,0.0012617892560963615,-0.6212464134298723,-0.03326261990349049,-0.005852182224383378,0.0004232012714017498,-0.09157895241519985,-0.008720882037970046,-0.0019180485667240404
7.0,1.0,-0.22898596645692687,0.03480922171605317,-0.09612928876241186,0.040749530273213416,0.0024679857859908876,-0.025237124953460515,-0.007257413099787785,-0.011302583686995792,-0.014046851078691136,-0.001580508456169985,-0.017339369584732294,-0.01934508988598991,0.00045546490732303,-0.0096720242404544,-0.012954782251537948,-0.015105157801443872,-0.015576384777154645,-0.5281144371428422,0.010085380801448784,-0.026966939710920155,-0.4713546652453405,-0.03763296624346867,0.02009952840021535,-0.00024273346835463868,-0.023044733982526464,0.041815479348479366,-0.0030332069565428945
9.0,1.0,-0.10324373608552595,0.042034936068160486,-0.07282722190387553,-0.013479072605133466,0.004767647104526824,0.004319861215021358,-0.037013670068515636,-0.014675502583046977,0.0005573287561144053,-0.007110558185492466,0.010861249073760503,-0.013911167460666101,-0.04893399361833408,0.003334627044836371,-0.006682545168294371,-0.0010075632509312833,0.07358711360082007,-0.4890522631223786,0.042871732965336494,0.0027233538925098793,-0.417446678175569,-0.03161224195053687,-0.002674631144888084,2.726973249392176e-05,-0.09376167317250803,-0.007002136072035678,0.006509039991659187
10.0,1.0,0.06092210485764255,0.07205410546511246,-0.02291878338056251,-0.00826619029992522,0.010400276759931321,0.06200482537372158,-0.017474250854489816,-0.022327794746906732,-0.02375067966241259,-0.002142735470443407,-0.0055450277213640745,-0.0013779952542920517,-0.05712744874824019,-0.00967283197055923,0.010745420712389733,-0.0031998066828962312,-0.017204600371136036,-0.06797922682931608,0.045687827496395335,0.009950244926303552,0.16842229999518088,-0.01290008903178608,-0.0009206166246627388,0.00010426586446091494,0.039719579002821866,-0.01093604343924938,0.0011919428976127106
11.0,1.0,0.08451136863870996,0.0754128278489493,-0.015125778738195463,-0.003966277302555598,0.017597247024047018,0.07548173115713055,-0.017929867039321774,0.01313789309605468,-0.012630546241853518,-0.002525058922615639,-0.0008216932944249401,0.015738921107577394,-0.031361108365813316,-0.008148172655804824,0.013258087280787461,0.0052366520551197044,0.028689172907226782,-0.05189188851265919,0.0645543929966346,0.030462347437602254,0.18976299287575166,0.0052937988332906125,0.019301065058692998,0.0005470718498833561,0.04422913146677441,-0.010466474639704914,0.008501432290946008
