f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
25.0,1.0,-0.06670814563097494,0.028709441680550292,0.02350106391621669,-0.0032328739057877775,-0.03510206768037626,0.008795251874612726,-0.000365773155815257,-0.0022205444269793213,0.0023274059178617786,0.010253491666282115,0.07383780338284329,-0.014707747735641031,0.0020377486019443397,0.05253135157404192,-0.0016429734509133059,0.03615810877287576,0.0010131115518887909,-0.0522071651094152,0.0017465459230758046,-0.0757965260726708,-0.16655097794710186,-0.009340928877225204,0.0028761904199639298,-0.0014400249276105186,-0.3257950825789439,0.012975016257925173
