f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_25,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
2.0,1.0,1.0019284317292783,0.052782981976314626,-0.059425295723458546,0.05200028858608091,-0.016973145982834115,-0.017091782194762276,0.00016215652998585603,-0.029894296486101132,-0.010860140796636693,-0.010992625489643902,0.004056076808028431,-0.004545292207909795,0.005527576470532469,0.002051139280140578,0.007252080841375809,0.01584612852138167,0.016611631447140864,0.021525395744582534,0.9065422752132573,-0.12789758816502636,0.021736068258156913,0.5006423885332241,-0.013423953359622052,-0.0009683511454111718,0.08153349477675613,0.005232165831488192
3.0,1.0,0.11531848301736089,0.06659568199253614,0.01691013610244982,0.011098493447200552,0.004878364353246073,-0.0002628970895602707,-0.003517318911781496,0.030636106032649886,0.01894727884334898,0.001383064104071457,-0.004883715628591429,0.03352727145534243,0.0037240561089867032,-0.0028468586594197374,0.029043111932759505,0.02537316869254977,0.017901338375669932,0.03265632302670097,0.30387026779535137,0.04396304468676907,0.03140905223441523,0.22941861990851903,0.0016700431882231222,0.0012491089174203086,0.0925634400286942,0.005980017701510293
4.0,1.0,-0.13475119437582453,0.05229195693722087,-0.06912165517499129,0.04870374041827047,-0.01862160336060841,-0.036080913651343,-0.003777926400981107,-0.024922693579568316,-0.014207343795040886,-0.011233311856846947,0.012119312155097362,-0.009215334877121274,-0.0157493999721656,-0.0017422921943920093,0.01694445692779836,-0.02190381533029781,-0.0015866962732921804,0.0075088300218326895,0.15909072118893156,-0.12846291834372056,0.01775287916294092,-0.05117708592598072,-0.020181266518141287,0.0009556541373487906,0.08330781331604403,0.0024967652983100665
5.0,1.0,0.05504368263230215,0.02568767438669494,0.022028809490559666,0.006501710505992023,0.013455315609594398,-0.004816939610938602,0.011228586468053343,-0.010273970107535928,0.003951163200727542,0.001759896280911096,-0.007329005498853482,0.015418580227275007,-0.016668509968244042,-0.007875843518515415,0.023431464618126584,-0.0001663768244297523,0.015035967772444564,0.015949305889132726,-0.5617736624763592,-0.05015457281408565,0.010772159567742638,-0.23875916232272418,-0.00016042161348658575,0.00048276777151993674,-0.16610701874013156,0.0015686463591511953
6.0,1.0,-0.04560053774596545,0.02356093934215512,0.004989117346855466,0.0041394318590204805,0.013596687855874428,-0.004930965156924038,-0.010518928072582347,-0.011856538786753327,-0.002372250287691117,-0.0006396760149072122,-0.00597959581776533,0.0015638155963053478,-0.017460228242759317,-0.005405510721583982,0.02437620457383041,0.010098015793938793,0.011245022602677523,0.004102332572756287,-0.5456040165683128,-0.061854268438810915,0.010149843528569437,-0.23749257377621785,-0.0077860996473853045,0.001071301536993125,-0.1529763868231651,0.002602120449072078
7.0,1.0,-0.29603269101275786,0.032315647415030374,-0.13540044468042622,-0.02079903049814948,-0.013577949960065326,-0.026047514166971864,-0.007533742528903813,-0.008162801480959584,-0.006451810845231194,-0.011774860079380233,-0.004185298756467092,-0.010251576247791681,-0.0028756869131903303,-0.00489264259762563,0.02355952113663207,-0.002700301370564627,-0.03303179076643876,-0.030794938382545135,-0.631183471880106,0.08769138013011922,0.0017082179839244703,-0.051747743389854946,-0.02253042286995188,-0.0007628874858375224,-0.06800040881093275,-1.4149797856393071e-05
8.0,1.0,-0.11035351599043146,0.023084102466217473,0.0046265233895407204,0.001969929581303295,0.014242083569031843,-0.007980706391472803,0.018357637137244247,-0.0050415043109791665,-0.0012065310074249264,-0.007068706760133991,0.012205237132276538,0.003011880521043435,0.004083589698317989,0.010979170838965392,0.018573380946567013,0.019112450281576362,-0.017045432506738418,0.08509402325579231,-0.48528170730877357,-0.05412879029860561,0.04705211169134434,-0.1830762753616457,-0.012416976519550274,-0.0003739252603198487,-0.13323176579060308,0.0035411790802269195
9.0,1.0,-0.098911464637869,0.020019553195037953,-0.1178641487095698,0.0009439781957907751,0.005580738618447182,-0.02881144952508771,0.019222467887947927,-0.0003429054838063997,-0.01530119357426149,-0.0031100659620965205,0.0014813299186844414,0.001969648131762939,0.0010329550366642846,0.0041669550356427994,0.01792867756650605,-0.0074850645990349775,0.002597865077838073,0.09757776066843497,-0.490797442003401,-0.0480080483361725,0.054827002106809346,-0.08488584076910433,-0.007543130826254087,0.001562962390413136,-0.1715643220200144,0.013821656461743756
10.0,1.0,0.08591884289265657,0.05117406857950257,-0.042719821403075633,0.006260455027655481,0.014761200484620474,0.07561258584193162,0.006836821805760665,-0.006149929379274214,-0.01126059381045619,-0.004063632916343592,-0.01286312196004646,0.004585330222025821,-0.02203825379070278,-0.008319360305922088,0.029661820819696507,-0.0017679114025445227,0.022635729243799106,-0.009865562041622799,0.19734211544976357,-0.10113494677744396,0.038772515578461335,0.027963203622437892,-0.010804794527004247,0.0008967703379894111,0.08067369467364792,0.002870994808780768
11.0,1.0,0.09784461676524578,0.058349023849886904,-0.03741779408513312,0.0055791798365919494,0.019985273519996696,0.09467532719535704,0.008495910017970731,0.025049353005867372,0.005715166307636338,-0.0019051858977427337,-0.01200418434532856,0.027672744737621182,-0.020053610731185438,-0.006805409817513655,0.028949594786857828,0.010734569917351023,0.05159444539952476,0.025101851463426132,0.2102103154859321,-0.07216493230679338,0.025312230726797363,0.04664757366369523,0.0028137755489715146,0.00034947912873738163,0.08009386188544214,0.0165502487519124
12.0,1.0,0.02396353524085878,0.02140428966843935,-0.1634794403641065,0.006087968330924041,0.011848233489073118,-0.00823959718262236,0.004883218442030513,-0.009832476194748255,-0.024139281112714402,0.0018106490815797942,-0.007445992846407184,0.00891606543054086,-0.01790048160066158,-0.007726631021385366,0.02040510144483674,-0.01146806853998378,0.012542444763866343,-0.050770576833627325,-0.6343695971224187,-0.06333122431949044,-0.0022031264142810853,-0.28501471118065136,-0.011292299176047899,0.0010055416400710309,-0.19566083570071777,-0.00022613066992417744
13.0,1.0,-0.16555337643239526,0.020774423858183094,-0.16872838026915954,-0.01662171724979014,-0.011334033110466081,-0.01316506743330766,-0.007994485037481557,-0.008797009127465451,-0.006907446571549205,-0.012208923047108952,0.004477216517600912,-0.012131902142133708,0.0001756666124154113,-0.007551619112314075,0.01706954203622027,-0.013728606674817198,-0.032942943356021354,-0.011890921080166485,-0.6413865349456338,0.05887687636507478,-0.001855626240752028,-0.27330039426841246,-0.024039062047995753,-0.0006800626967795691,-0.1954889485225097,0.010472591985381181
14.0,1.0,0.039773774317921944,0.01841873931061744,-0.15358538341345876,0.00103557080396884,-0.013869288099888912,-0.020741507551792025,-0.00519786420384221,-0.020191018135678987,-0.014641175782263613,-0.009363020896936827,0.0012002630601779833,-0.007240747119729604,0.004695014390460284,-0.0033450923386606803,0.0016552839336712868,0.012012730580039313,-0.02684316669041863,-0.03418252337429381,-0.574315309115036,-0.11644738353978801,0.00791830248506716,-0.19089332434991604,-0.004420081334652873,0.0031292540354739638,-0.18050743466322675,0.00019175833362376955
15.0,1.0,-0.3069599574119613,-0.2318378949297877,0.0026857915807352323,-0.022502511870023452,-0.029760025725299157,-0.026378403906647398,0.009575528598568849,-0.03478205518659506,-0.019632864303874394,0.001234555827696218,-0.020132038013070733,-0.006896065767189732,-0.005986054618766459,-0.012303645934609125,0.00981834441144255,-0.020121845760479748,-0.0017540079897372797,-0.08006421704136878,0.1189969529297106,-0.14611211237323124,0.01113155865398827,-0.03812816835840744,0.01121917150759065,0.0035338038637708793,0.06744816708444776,-0.03424939159524097
16.0,1.0,-0.029685796731510113,0.023256301887899233,0.0008799411324530796,0.002274848247543481,0.00936983767574206,-0.005135148359631477,0.004142918624204,0.012173189962401182,-0.01123453946353679,-0.0009080215452920598,-0.011686545879731381,0.008296094357446307,-0.017913003191506703,-0.007614478159040251,-0.01859860652519259,-0.015129227303079362,0.010912531605991852,-0.03632803434165628,-0.598630850076142,-0.06126539447723543,-0.0027367213177774434,-0.2521167682436014,-0.007420260158608509,0.0007396628738044948,-0.17157279255025687,-0.031562845135918484
17.0,1.0,0.043200962466890445,0.06579046275735016,0.07350927530108901,0.016418096896058075,0.019478060583317268,0.036313063792273365,0.005666557721784019,0.04167664875557151,0.07644699352133554,0.0016079501436735452,-0.0012271420562285616,0.0324913974783019,0.05803743713968554,0.008143156174542785,0.06543101622353051,0.047517021878538845,0.018638927065417633,0.03664446787144333,0.3541674837651142,0.2949240954346923,0.04211864568320571,0.2765527450921607,0.03235485267933023,0.005466446705401634,0.09693063586256649,0.006025740228195204
18.0,1.0,-0.07100944848723076,0.05111605294319534,-0.07282610815863606,0.0032356341203312747,-0.016239602492957275,-0.023908402811513466,0.007730418628380668,-0.0180197715449981,-0.007893220949888759,-0.0033593036253237707,-0.009246385712425087,0.009674775126731436,0.005232595177940534,0.009090609668100677,0.01521457638273841,0.006127514854344157,0.003281369483464932,-0.08480459019715976,0.18989910669654142,-0.12784576487595248,-0.05422356002049116,0.1783594378900737,-0.01761385991347225,0.001176360421729725,0.07051001968081189,0.001935365477688731
