f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
4.0,1.0,-0.12639595267921325,0.08274934678972921,-0.08278926848190311,0.1702584905110514,-0.011753333806079996,-0.03625842824043662,-0.013874941984464194,-0.020451989834424967,-0.014722832047801164,-0.027154151161509404,0.012218085320034417,-0.009453678850844468,-0.006290670716849311,-0.006360020178800522,0.00048603204432514865,-0.008001344093827165,-0.0036460011972376883,0.021359645091220802,-0.0773917543644096,0.03311163971228357,0.01571068412499985,0.14710658256859716,-0.020545816465487487,-0.010353179838565096,0.0023751395215848127,0.08157740466981662,0.0014283092048636556
