f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.026225423307140498,0.0746888149977166,-0.03607707789543842,0.35122089662336287,-0.01601636876715861,0.024342639996764733,0.0922134420171285,-0.01980326098644733,-0.015409953506826743,0.0202123851459608,0.018807336815271927,-0.004898721979380166,-0.015936703047975384,-0.013654149397926087,0.011010611438612013,-0.004423324408298446,-0.015391670549796652,-0.00816398725283656,0.9142228114934465,0.4545373490760934,0.020097698782911233,0.2465618724635264,-0.01908553394210528,-0.0016504651502884926,0.0316306446396566,0.029105627558571778
2.0,1.0,0.953394048844731,0.07467902307649375,-0.042058401447571114,0.1163541998764453,-0.012788829772108342,-0.006754694130163492,-0.00389851716803148,-0.012854563396177934,0.0021310370604546228,0.008979850493478908,0.0016599483570392073,0.004912935620910186,-0.014464033835920875,0.004002089138505327,0.004614209307332005,0.0010667033978364626,-0.014390409571299962,0.023588649340322187,1.4252469592052313,-0.016847032887335446,0.021721829996903877,0.6147621201349702,-0.02604835460742176,-0.005052973988500363,0.031798686987858545,0.022686971368392324
3.0,1.0,0.07677379193283652,0.02336463261018542,-0.01007981996160901,-0.027522187497621076,-0.0010300676525932268,0.0024690526918488063,0.011657365141795193,0.06280292391456524,0.07114392545195206,-0.010705112060380781,-0.00173725098213663,0.008617460959470831,0.014698695244022505,-0.00036194307310070034,0.005676670829502041,0.003929718115469267,0.02808358982644151,0.02967141236741905,0.20682625779513464,0.05738850841860455,0.01690267335100697,0.13970142995107077,-0.014470197510519839,-0.0008627273127988275,0.06017945050769382,-0.00721851632651547
4.0,1.0,-0.17580355733495265,0.06582955263093852,-0.04964235733432478,0.03892106826669675,-0.01616137576698202,-0.030917581486168563,-0.0017589839503184103,-0.026420233320800932,-0.015180140935461757,0.0073019642157916695,0.017113170606088673,0.00285485317843603,-0.026385967220804444,-0.006809090482873299,0.0077093617966739955,0.004487619655488134,0.0035745597801649636,0.012202698706141487,-0.12395477417782216,-0.13513045924164768,-0.010944720877783351,0.06303409325929604,-0.027718238161769472,0.0008340991687575212,0.06966368462535967,0.0018347255087962384
5.0,1.0,0.042759430285132356,0.023387376940779584,0.007063919609921569,-0.006973368422827862,0.005564683995590723,-0.0028315159022565288,-0.012014165872008225,-0.009601400588040517,0.020241526185970724,-0.0030503521856737282,-0.0029065574366408838,0.018050993810986623,-0.01987121290633687,0.00026817625651645593,0.0003175635377605895,0.014061120110470724,0.012690750742213739,0.01465817836469518,-0.5390616452830469,-0.0992186932620108,0.01961366006515057,-0.4132273593952673,0.0043395484998846635,-9.12268467976215e-05,-0.126325477587737,0.006248747916158114
6.0,1.0,-0.06447722057656764,0.02569066216081979,0.010636578566580443,-0.012716538110033962,0.005921830493897839,-0.00811766036759338,-0.02028024060145669,-0.010954294492706775,-0.014153785739029513,-0.002740401416057532,-0.007812075611644281,0.0009610311488128832,-0.017777947018332216,-0.001052120162138085,-0.0011839186597231866,0.003005414293198671,0.0029725857192761194,0.012495022004808834,-0.5337873165286461,-0.10630467752443257,0.013648994101995406,-0.41111479936069023,-0.047462571235532096,0.0005039461987561039,-0.10863136480787572,0.0011336421190220177
7.0,1.0,-0.24187416717421614,0.022432130909485266,-0.13140950971081553,0.01056644554528612,-0.0019475802939255896,-0.0037314962883733876,-0.019798184659024106,-0.014281464760546533,-0.015594344914090215,0.0032069219261355885,-0.014421116057399723,-0.016701959856298944,-0.004068679375545182,-0.006236933269209221,0.006391254958463373,-0.0022756735634909303,-0.05434015560882079,-0.014201936245022617,-0.623430669224879,0.14226090462055022,-0.015065905982738777,-0.3483252359300297,-0.05492927341143295,-0.00042847552025960026,-0.06757133968414254,-0.00036877071849638655
8.0,1.0,-0.12450819177330003,0.023675486156273375,0.011849631233801124,-0.021540700443962158,0.010837361487074598,-0.005130068594809431,-0.007229197811453074,-0.008029492720092806,-0.00581480159522648,-0.0010397353567173297,0.013788412934506954,0.003522406033072772,-0.0037098628294696947,0.003075016430316028,0.01585447928796773,0.009185089236349201,-0.011088339231874588,0.03194440348766001,-0.5611101075665307,-0.08461770960892413,0.015956792208017347,-0.4053410914514237,-0.04060389419564297,-0.0011577216225950701,-0.1008755029602854,-0.0007550433861515444
10.0,1.0,0.0707475215587941,0.05697035900780067,-0.04824595977354252,-0.014076540348119644,0.01643129901401795,0.06699239036390564,-0.009208814291928304,-0.010916161275937716,0.0012192589867970336,-0.008896732584268818,-0.007902872818991245,0.0039124459215599105,-0.02681529418737796,-0.00036038783813986946,0.004612311111206918,-0.008285132286719671,0.01157066161470658,-0.012091515576251783,-0.027705198998515555,-0.10124423207917063,0.008190073366227473,0.11669261431541522,-0.02305010890396768,-1.765021451141481e-05,0.06069920515600925,0.0011552923357508681
11.0,1.0,0.07394874914587472,0.062474136973775074,-0.03434850464846697,-0.009246202326807852,0.02108826207026708,0.07936136147169033,-0.011274129399763591,0.03662722903850206,0.031541024638717115,-0.007784605060070057,-0.004230678605626289,0.02260078253745217,0.0026755646535566195,0.0032122984323785923,0.009429339760788868,0.006787596863165238,0.020004845881624676,0.025373602777218566,-0.014517666993965433,-0.08813842174441297,0.04984040158360842,0.13323366478115312,-0.009334061568440502,0.00010154667868276421,0.06794560422615908,0.019357659774836278
12.0,1.0,0.03818390180848411,0.021865218000929793,-0.1250601318681528,-0.007857284130532625,0.0053350786142808354,-0.00491850415826092,-0.01591298490893009,-0.010151179118257914,0.016597785228861916,-0.0026843127918719763,-0.003115892362273882,0.00825213724120811,-0.026160736372122913,0.0008578313132783882,-0.0033340934814637957,0.005898762902947926,0.012076123977030935,-0.030779498217074836,-0.5998433716807403,-0.11051995413665355,0.020697076795917802,-0.5033573382513327,-0.03817728527198423,-4.083644577233429e-05,-0.14966882274490928,0.0034218855668680928
13.0,1.0,-0.16006628171913023,0.016000458716171263,-0.14174215183735636,0.008970292322296033,-0.0034575552742872285,-0.011198024408046318,-0.02058910820656012,-0.01915237212358846,-0.007491821214469438,-0.0007001214329616758,-0.012244818357096175,-0.021124463620905313,-0.007445318172711232,-0.005358384668743666,0.013831373232325143,-0.0005403140299984785,-0.05256340184315569,0.001508041185141839,-0.651379468978006,0.15463632310805278,-0.015201121006464705,-0.502953213238888,-0.018657731161575868,-0.0009304664427889014,-0.12473041233610778,0.007030812425848106
14.0,1.0,0.3046244842359421,0.021586321111376476,-0.13280191543325556,0.011760081004272512,-0.00913711689878756,-0.015355836887909733,-0.010798391567645315,-0.026031632727900832,-0.0062876488493785535,-0.0014936386333109946,0.007960332458319556,0.00041126089496446884,-0.019982135230919056,-2.3990182119629265e-05,-0.005493179230276672,0.0007811537177409273,0.005243144360697569,-0.016962425567056807,-0.5851196475463417,-0.13242206963356395,-0.015208140071119012,-0.4460369228638154,-0.03912713222465303,1.405059237589873e-05,-0.12425331448706205,-0.00023771236129369115
15.0,1.0,-0.2761574505564574,-0.21826000384186311,0.007082948197038303,-0.05687403651090762,-0.019738368991974457,-0.030723730938779715,-0.014231692570370564,-0.04397550000288058,-0.031160835127320784,-0.020412054893334346,-0.005597326055652017,0.0014230377031133252,-0.018288209715461405,0.0022191421288113413,-0.008632708526976007,-0.010028217042063468,-0.00121582327894305,-0.05455054124277705,-0.1382377042869891,-0.16580314623982376,-0.004691674014873127,0.03660378242899577,-0.005657322222255883,0.0014715015858779192,0.05492036895598329,-0.03794625385007419
16.0,1.0,-0.0489580743271685,0.0221418105148171,-0.002062712989296679,-0.012821079204167406,-0.0037605345484152666,-0.004999899944144019,-0.017323887224466882,0.02662811489613459,0.0005356856544503857,-0.0040462863169413886,-0.001858911354402251,0.0017923948670355919,-0.02980519978356386,0.0015058559847538691,-0.018551629510915192,-0.007035853065100522,0.006804526898684612,-0.018448526724313057,-0.5465166562366235,-0.11790758477591348,0.012067447902605395,-0.44843040180194177,-0.03810482141322651,0.00013733866557914793,-0.134289175735457,-0.021159384026936286
