f_id,i_id,disp.ratio_median_05,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.04141368386874282,0.09354760907147215,-0.0392264052992471,0.10916919095432694,-0.0026644870749153666,0.010517628927605509,0.10187582055533614,0.03465587865865529,-0.025246309688686054,0.015487091846031533,-1.6513261157275394e-05,-0.0071353571867405815,-0.0027567377401287894,0.10332934826908709,0.004467969587294955,-0.004067019875980254,0.005731382226811641,-0.017856247912167528,0.8676100683060833,0.474275642431598,0.0072232044867042355,0.22737767341628967,-0.005323958396333968,-0.00824702167739918,0.04110663403931266,0.03948814305135377
2.0,1.0,0.3796104290483096,0.09781178543636057,-0.031799727358946345,0.0970258395644935,0.0012095900820059233,-0.0165772673464414,-0.006321461200498877,-0.00539888944053553,0.0048590979957121045,0.011531744228503744,0.006066153662457316,0.00950986743222384,-0.012838999151274627,-0.004571791052850687,0.0021926372466647246,-0.003858691245092885,0.020492030397664972,0.013366289498655494,1.7116434805999654,-0.08281249683096911,0.005361144797521488,0.861496723798665,-0.032634518596402734,-0.008958075155503257,0.042731334367058706,0.03879077962128865
3.0,1.0,0.13216492697348683,0.003880674855177276,-0.011690196091765302,-0.006815673374231562,0.0036071088314556204,0.024273781820297678,-0.007612282271490491,0.09442461844341664,0.026773765558463107,-0.006816943743830586,0.0032332944586526448,0.01598889690708434,0.009294912779866708,-0.005765216963685963,0.03161355150093236,0.005135847119184055,0.032787668691421835,0.036492564713052594,0.20872564773343671,0.07075318112751455,0.00296942889465319,0.17328165161891423,-0.0246087499041814,0.0013225104720908482,0.06774151712850439,-0.012979894897716537
4.0,1.0,-0.09971797359710244,0.06434470322652064,-0.04129443898789894,0.02846840698224669,-0.0005739650542857603,-0.03543070021172519,-0.008256245940897359,-0.009425925889284035,-0.012995955312228817,-0.002586826229904464,0.013337070889151573,0.001186522120998664,-0.01872145128882753,-0.007711336106296179,0.013348189905668113,-0.008192086825747817,-0.0044956367053460575,0.003401156435416205,-0.039571505519513786,-0.12108864016430007,0.00354772494445784,-0.14052900325715686,-0.04516481751193922,0.002580484078235048,0.05502818178865936,-0.007512585625909355
5.0,1.0,0.08810911048758617,0.023249980958466157,0.018881194945882217,-0.0018850623077450522,0.008415998898593144,-0.013724900340695767,-0.0029969619032265502,-0.00673044940752472,0.0016950697165737352,-0.007404340691770793,-0.004894176676566725,0.017583182413520106,-0.027758732588691902,-0.00948377088831022,0.023453062917098328,-0.002776742726788052,0.010231153621732126,-0.02419760048143833,-0.6156000259053425,-0.1142819708494527,0.021171771937181477,-0.2928767309182273,-0.03464229887692367,-0.0005865729291940603,-0.13520940073659696,-0.010040081617555137
7.0,1.0,-0.3442105221223666,0.01752466347126197,-0.06897073051386275,-0.03841445084815476,-0.006085749752212255,-0.03532428960060802,-0.011237322077827131,-0.008147898453010158,-0.005567490936251442,-0.006765424193266685,-0.026765183602293723,0.0037169546413967653,0.002474482494244215,-0.00782164050851163,0.0021619392117153244,-0.015415702222483094,-0.024779611928171456,-0.035038452745849234,-0.6800369185655672,0.03957451846701745,-0.024523493046408173,-0.12624582240902835,-0.06606791762809705,-0.006910257044412019,-0.06898927457862869,-0.00402855649193009
8.0,1.0,-0.07204525173641556,0.03186309980103931,0.005517261413541716,0.0009005717992147174,0.006854026766064599,-0.013567707934068331,-0.007704462208015704,-0.005762688069218897,-0.00208036408006251,-0.009278623610181964,0.013689127992483594,-0.001363485080950147,-0.016186240983603287,-0.0009631579096354512,0.020818284635932004,0.019945504557085398,0.015346955054517787,0.10804357754883052,-0.5530907694869398,-0.09595072459962924,0.03567773806603482,-0.22776753911101247,-0.05360389106254589,-0.00918635230508249,-0.09661324424197218,-0.006627626667348658
9.0,1.0,-0.05369433784004741,0.024673567892800365,-0.05988308905560702,-0.0021992160715673115,-0.0012337377319737682,-0.030000758370692278,-0.007362021753357808,-0.008889100623614213,-0.024908714920138745,0.0021758945876137288,0.011579513107892118,0.004638928743808645,-0.01604187122835784,0.0006090707057982245,0.012236787713891388,-0.009853101210995866,-0.0025268034401492736,0.10943084086259842,-0.5693717509641311,-0.07388901931604253,0.031669303646329486,-0.10897144955411102,-0.0462102689618891,-0.00022470577185506566,-0.13033416334526485,0.017823381458451304
10.0,1.0,0.11624058005457474,0.04464718424365254,-0.02615689698857662,-0.0008147210911212473,0.013388658791674857,0.08907023400817146,-0.0013619235511047661,-0.009645764558692246,-0.0003623337845398546,-0.00907783378104791,-0.0072445572498563895,-0.00225814891338261,-0.02125339793295007,-0.007782939662348848,0.026367917466707365,-0.0025802375271754933,0.03492764733138775,-0.01333680012460629,0.012418854286370844,-0.08974813100858699,0.007162624810633721,-0.032631338510045405,-0.04321925882636782,0.0021349528055924,0.06531870633197642,-0.008731570794297778
11.0,1.0,0.1427374539230954,0.04755626014823635,-0.02107919718630779,-0.0005245745802077225,0.019239898925886185,0.099319880847826,-0.00230859047471905,0.009097899252733311,0.013563308129593554,-0.008692140264991429,-0.001329891895595147,0.017966347002547338,0.018496919774462724,-0.004917257597815469,0.030301242530486855,0.0073420484876809905,0.05016077723429219,0.013206121157440714,0.019463338268955993,-0.07989622326390843,0.01622338914136507,-0.019847586936296065,-0.03291140225589847,0.001056009964753782,0.06832800176094803,0.026594041036718453
