f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.01477581604344819,0.035553021650021915,-0.0788310098209803,0.3050701885420456,0.02951464435172153,0.0023031747843522553,0.14419837572914224,-0.016454315660586638,-0.0224541118134676,0.045550884429986796,0.008423882904617786,-0.00797953928710874,-0.009610595731052985,0.1423158354420437,-0.014372699897343452,-0.004894261715669119,0.06263052513044998,-0.017777603008104766,0.8268966085303551,0.057577278765454626,-0.029189216272703437,0.4354936884697861,-0.008802822462511666,-0.018089534649034036,0.024888118771341262,0.03893507240402477,0.020718075620255794
2.0,1.0,0.8617115817988471,0.03751618276342299,-0.08538972919709747,0.07150505423095825,-0.0037386899399158677,-0.0097041916570657,-0.0077598562795151375,0.0014014529483790698,0.01146846623440818,0.009370193914231419,0.008217051961716093,-0.0003507293254841837,-0.013425044124411579,-0.012181608134662316,-0.013753186609780105,0.00030025793784782,0.058464106244649594,-0.0026708993181607157,1.3211670024924844,0.04166429807589851,-0.02974484353245463,0.9708187794005156,-0.06921493646436896,0.027352320662984816,0.025850709648962283,0.03887598490659183,0.025666501726238623
3.0,1.0,0.025601146660854994,-0.008102033502904496,0.07795813119102067,-0.030572072608518668,0.03272501874003079,0.008041983123825999,-0.016579715327576627,0.022255730485540436,0.08636753905791182,0.0007118936062948998,-0.014061994635503446,0.023716993816419986,-0.012559682519056436,-0.02795383920529704,0.010806431322858634,0.0001937506909019419,0.029740812490286334,0.011667006933508431,0.2167342936396268,0.07205661475945832,-0.032960283367592415,0.32353254311593627,0.014561979796977705,0.01051367168730501,-0.006573045783056169,0.049354367709478604,-0.0051983885572921655
4.0,1.0,-0.10787410783800505,0.010632765416604843,-0.08578192462015297,-0.02814777335660985,-0.008036804734412262,-0.020442624203138113,-0.01027274613558993,-0.019348325078560668,-0.007655679391471102,-0.010071328198465374,0.003942177259288869,-0.006385674911232498,-0.023076781060062532,-0.026247324582466106,0.007275220854548202,-0.002369100697046624,-0.0015158492607733275,-0.003020209970204678,-0.07365294594043147,0.03104302004679645,0.0007447502698634222,-0.0016440500099579396,-0.07087309149714471,-0.021012948537487596,-0.008857503808935857,0.05691140530349218,-0.010662944302362335
5.0,1.0,-0.028594236025977444,0.016126271483820852,-0.020528543884456393,-0.015040276585985928,-0.001252321371605226,-0.010301164638935241,0.0007834050452541859,-0.000367907533342681,0.009711281397461448,0.007719283813304972,-0.00843477941198833,0.010373883507167036,0.028979134423384578,0.0024516170578851642,0.00795684693008375,0.016424042959708316,0.027030727033038375,0.001996734541118289,-0.516834356328545,0.02140571597473023,0.030048462436881522,-0.5850227502749453,-0.049769626744365345,0.015070628418786073,-0.006350897841299335,-0.10740186616610937,-0.0031685344988310344
6.0,1.0,-0.06984607489032094,0.01580447599280163,-0.04513200420051761,-0.015706873105170004,-0.00894565774187009,-0.010929816493824449,-0.012891442586192542,0.0004875409135768152,-0.01199795958873663,0.004739864926173367,-0.012102136598088658,-0.00593326359789729,-0.0035274854279955907,0.0017048313921851264,0.010579739190328648,-0.0012680158552821606,0.015335624975694517,0.0009047212196223939,-0.49860744160448883,0.01470736904278015,0.030886974290763543,-0.5660678078299012,-0.06286073295970501,0.001116939163320029,-0.007287762682736596,-0.09548185258848677,-0.003236507919061166
7.0,1.0,-0.06267790768521649,0.016318842241823908,-0.17582914053229848,-0.012532070509720872,-0.010514338549568696,-0.009432283564897755,-0.016442047230601237,-0.0032316614809105412,-0.029222329248920115,-0.012628273127246334,-0.0005900822248847123,0.008152281745692066,-0.045593509708020175,-0.03213988472436022,-0.004686482721496879,-0.009786594492872518,-0.016582014165748064,-0.01829485242991369,-0.597072084398922,0.007615156488957719,-0.07299692771918179,-0.27687729423620716,-0.058850333454409494,-0.01137517974941555,0.009628306335990322,-0.08840010769780525,-0.003387134124134547
8.0,1.0,-0.058185364353411956,0.015147003640570856,-0.0634693498506015,-0.007755962677572675,0.0026917945383378903,-0.006924030538498629,0.010225298850900734,0.01671235794124108,-0.0071858319485792535,-0.008937044905717891,0.0064389792359672154,-0.005033857220964503,0.005325980577695161,0.003092925388219543,0.015530626095466809,0.015969227126432936,0.012558179623780025,0.052393703413015046,-0.5337537555722581,0.07915727021691436,0.035340489449057017,-0.4846628041077243,-0.053144996853860406,0.010329175028667701,0.012243093165763486,-0.09210922920594644,-0.004245296264956559
9.0,1.0,-0.06879977170183639,0.016626792873302397,-0.13425342316626956,-0.010407335928086773,-0.004461941855479809,-0.013143438478840487,0.004668151042996029,-0.0015501557578493125,0.0008719868944672207,0.00875664488940324,-0.001222108786497797,-0.00818874011315636,0.006416905982157295,0.005288325367830369,-0.0003945143299757595,-0.007898610490271206,0.008197204780854183,0.06539503918879179,-0.48586735039084106,0.06805526574218908,0.02408261778251364,-0.3037160881401926,-0.052942025261020174,0.007743549744879771,-0.004925563417440047,-0.10478471220551938,0.00917326338399059
10.0,1.0,-0.009489187846431895,0.02180084352201899,-0.04633480164845232,-0.009400404503367031,0.00022084934790402564,0.07328721419510574,-0.0011209696711519798,0.006721374799590685,-0.019873427244218672,0.01339499824771467,-0.011419204995207191,-0.0036409980727928927,-0.003035056901236263,0.0010942110606511324,0.019093803831515255,-0.00497562958581777,0.029277569260124592,0.0018411038334469132,0.026367110461454093,0.045203635892664525,0.030725224769949808,0.12077249054302353,-0.05204697008091446,0.009386474750068999,-0.008197960856046007,0.058830770667108116,-0.006507790285362497
11.0,1.0,-0.002378821123455662,0.022374144433000683,-0.044793347225076406,-0.012038813253957212,0.00024297491620808788,0.08688436163323184,-0.0004796557561084422,0.012098621659262596,0.013494592478830093,0.014131476688176386,-0.009676517249603202,0.013178984531000477,0.021968830184146835,0.003088175315564883,0.01890088285988322,0.008429604730834114,0.03882305352041352,-0.002052784512459745,0.032329225594684055,0.06446048410833258,0.04265914626113553,0.14044803309881976,-0.03986711301989839,0.027385698396405266,-0.007516321312714876,0.0626768267193961,0.011131506351746626
12.0,1.0,-0.04129332222671361,0.015577723383774177,-0.17684223258267143,-0.015031428517374717,-0.003300410008250888,-0.011075923976365322,-0.0031047731290461647,-0.00016371230843970509,0.001996663112531495,0.007270889333595843,-0.0074615152603776285,0.009282152349657355,0.00800309055248446,0.0026582961934873825,0.0071792751826236486,0.0037437302778339115,0.023426887991797856,-0.02101856649775597,-0.5562571884095103,0.008591043082070128,0.02608926214428787,-0.6834583099211501,-0.06465130108908099,-0.007944612101663358,-0.005992565569333253,-0.1236875606294628,-0.0028543840482809562
13.0,1.0,0.029024284490589917,0.014576176310147456,-0.19738226510001736,-0.012678969405849378,-0.015485081405449309,-0.010610904015202741,-0.01433367780195561,-0.0077496355689395295,-0.024190492794714084,-0.011468907128483759,0.012512314893706777,0.003177974956984915,-0.048714541290659184,-0.032260918367346056,-0.0005291803331498297,-0.009924826918411518,-0.010276128366614224,-0.0063674430823676435,-0.6318526174324519,-0.0040671959760550805,-0.05425702928696561,-0.6408808288722746,-0.0553816218482006,-0.0025498018644387935,0.010235328693610712,-0.09382619135392523,0.007549928395828865
14.0,1.0,0.07956417147355792,0.01460841844232972,-0.19389656864057536,-0.0008094251521909034,-0.01448990558801104,-0.015299425138928673,-0.012455064263474867,-0.006576975166751942,0.0023783202162620883,-0.013225665073621638,0.0010105684077994024,-0.005077122700038754,-0.025579650542653463,-0.028113897957506143,-0.015708607488539385,-0.004151530846808708,-0.017449832999355874,-0.019309657506039277,-0.5721582084665499,0.009677677770045167,-0.07140119634427874,-0.5972426257847571,-0.06672902850258869,-0.00538563222775155,-0.006651510443617656,-0.09630061762523257,-0.004018560320742093
16.0,1.0,-0.04598666027809933,-0.0038226302953938782,-0.0618740091718095,-0.017131262146484142,-0.00010895778299333263,-0.01031328906075015,-0.004061512281304585,0.006871464177150306,-0.006222952680882733,0.006383026899869682,-0.010271622492501806,0.0033097704543215605,0.0035245740162246205,0.0015383938190717816,-0.02641705255954396,-0.004585440533418628,0.021226455071023984,-0.015125392463931919,-0.5326834718430933,0.005480706383931249,0.010648708151047676,-0.5976037007381582,-0.06298772327356694,0.005013529875413884,-0.006543887065143949,-0.10349948600496633,-0.007133660899591965
17.0,1.0,-0.0006917061250651972,-0.004729891703717791,0.14147648619879538,-0.023420218865835174,0.03467498190868549,0.048945397674037404,-0.00881815249086823,0.03177187746749995,0.12701654334148377,0.0006544007946459625,-0.014376076285627454,0.03266117725366894,0.08638786734219396,0.009633846581089806,0.022721163372951474,0.017121829866742114,0.03864501804713864,0.01427190586675151,0.28864277130744065,0.08882110088153786,-0.03049780773893978,0.37824236927050875,0.1582216754936589,0.0091152015554842,-0.006935787045070179,0.05146483062581776,-0.007344350943645581
18.0,1.0,-0.10936742026074547,0.0009361944434613076,-0.08597439933557467,-0.03626860319174233,-0.003277395853582823,-0.03685974480548624,-0.004969469822242075,-0.009319804060839156,-0.013557409565435876,0.0009324558669739,-0.012946864039933574,-0.0059596514847868095,-0.002141823515211364,0.016848338526123673,0.017487771889453708,0.008674599243787466,0.013832030310599834,-0.023505123476165183,0.23442503786907795,-0.12144333956964806,-0.03137896352497713,0.24534776474372133,-0.07016085664391776,0.006859292497279644,-0.006438001277362779,0.04241867559225759,-0.0070879949061095895
19.0,1.0,-0.07580876232805729,-0.03807300094848144,-0.10283226096889708,0.0018709727437800287,-0.012992593659220399,-0.05094239509620564,-0.01578540840065751,-0.027102548259395034,-0.03611794859573296,-0.01302920420634255,0.002172038128986651,-0.00023265936680738982,-0.0451054910738047,-0.020311973038052034,-0.03583120150755489,-0.024382123950497336,-0.0011809501908058156,-0.023001474725354923,-0.06095951164059932,-0.19742809251488092,-0.06928111452356057,-0.017923944650429686,-0.026490147476363517,-0.016013736367892672,0.005997348038026841,0.043394172504428945,0.002445249255754141
20.0,1.0,-0.04749536744227426,-0.03198890312079759,0.04794661008482107,-0.05139499946612151,0.012814138815021725,0.002456312771375728,-0.021828442244823026,-0.01861335293141523,-0.03258943512047744,-0.002992843936463217,-0.013953753266824943,-0.015651950596381723,-0.010275953396055233,-0.016580872678829014,-0.036968236550131636,-0.016285192524594663,-0.010911317412468962,-0.03627927717317249,0.636635768398819,-0.149332111017711,-0.030995478238792742,0.3076470666195151,-0.04383541020267366,-0.013450422184321532,-0.027628280208079885,0.039803286060998366,-0.008094751904350512
21.0,1.0,-0.03449809203405989,-0.01097446984556782,0.07603509347531659,-0.021744716430195148,-0.006691684505430785,0.007776589810179495,0.03809636589460991,0.019116261289789237,-0.022332624947328843,-0.004592564427767526,-0.013747908970760205,0.010762651064086972,-0.04301100253432506,-0.022487330245121864,0.008728470511952606,0.0025736721216257467,0.025495655513003555,-0.01975934720484074,0.26721132553826743,0.00467146613209172,-0.027600738662201207,0.36295560332233806,0.09235115929033237,-0.00033438390741597564,0.018291266935786716,0.048223874278966516,-0.009600546454189639
22.0,1.0,-0.08015678106098587,-0.035472255123099275,0.09474841665654585,-0.006506200479791011,-0.005568260078161222,-0.041639692420433354,-0.014467160495868306,-0.02393602966591849,-0.02998052960362214,0.00937378758026732,-0.011327722971205602,-0.00798075981017157,-0.021639421025500927,-0.0019366604130981954,-0.0303092241936972,-0.0006660230258603397,0.0038642735693565555,-0.026573616908528025,-0.04364369994628024,-0.14224682556035817,0.014055458710519244,0.04362349074893326,0.053182781722879754,-0.00370878433661736,-0.00688272902597593,0.046924474749261716,-0.013502843474504322
23.0,1.0,-0.0705505136365185,0.014519735406484139,-0.07208063935243328,0.004340722819235181,-0.006470686852828735,-0.012217683801773741,-0.01014151468169816,-0.01384114195724036,-0.002528944371795602,0.041165661419930846,-0.0074172481220524545,-0.0021262910427290514,-0.014697493041944449,-0.010991683920124569,0.030214122981606282,0.006615493610096267,0.009685685032900225,-0.0032359578063890972,-0.014133001667432607,0.05704902480517757,0.021080921957383522,0.10951893608246244,-0.036509262320836594,-0.0073920607554612125,-0.007642205294298061,0.06354161537220611,0.01155458255125865
24.0,1.0,-0.07854842258532829,-0.0015060914341057576,0.12441362236805889,-0.021233674377602915,-0.0048549413710998164,0.0009696217853875934,-0.009432661778965342,-0.0035623001481492503,-0.011164610592371976,0.03183205873120524,0.004345739598048954,0.010238628087906666,-0.025961688162564382,0.0036128222993915644,0.001243128078400703,0.0037635102163186447,-0.014607483103643232,0.004301451103996877,-0.060693481391906695,0.04271668280345368,0.02093982493311423,0.06976769856628828,0.08157205497165143,-0.007046791650949251,-0.008039488315235108,0.05389040652696748,0.015801613071193942
25.0,1.0,-0.1115691912565563,0.00046350984095225295,0.09910049288206484,-0.01868630569217686,-0.003959802304381121,-0.01132384072433858,-0.01080294710751325,-0.013235711978831752,-0.013434596666127245,0.005159174840131241,-0.016421591075060936,0.012521370690443265,-0.02240213807460931,-0.00022168102092643555,0.00654703705744045,7.824385634037912e-05,0.02348159057994009,-0.005148649559423147,-0.05366258425657055,0.034185125276020564,-0.04394674624712298,-0.0204551901326891,-0.014519299610340436,-0.011878460108702398,-0.008469990408604883,-0.09452585631504784,0.009467818382995204
26.0,1.0,-0.08581611505295418,-0.0033655826636991393,0.08946817790542284,-0.006750588960468292,-0.004458424000477175,-0.019747800454016525,-0.0005142100560608146,0.011294387234024143,-0.025523335337717223,-0.01729636805308756,-0.01429961517002937,-0.0181904467681866,-0.018276337935894883,-0.017504008922088855,0.002866018703265487,-0.005664418521203131,0.003917433209307132,-0.005023623296703637,-0.03774151031240326,0.03459065723523535,0.03291788201233086,0.049006166340850955,0.03905722206458017,-0.011231231095438273,-0.008682074340815133,0.05783251478708904,-0.007666244204888773
27.0,1.0,-0.07453472262421222,-0.005851552161628859,0.09754824174071203,-0.0006506266190412255,-0.006782199895124916,-0.020926536482023646,-0.0055311298722235435,0.014677095095252049,-0.012029130591572179,-0.011224008580114481,0.01102345281283352,-0.003454210867653897,-0.018221245573218067,-0.013682857621524968,0.008301918755387093,0.003077294040730735,0.007897982753088614,0.0405383016169268,-0.019082780871236955,0.04156133141342054,0.03528941278805007,0.06778052830286405,0.08688594583115808,0.0025037036994994526,-0.006841803528636531,0.059952659937019155,0.01696959639029031
28.0,1.0,0.009216714612358954,0.019131722049447637,0.12788928722005447,-0.026154640599183376,-0.005207849919275005,0.005182685797857105,-0.009008598460188273,0.009856338775809865,-0.012315138044119205,0.010159638109873557,0.014241042287604075,0.01076298979421908,-0.025975168503434218,0.0014757230901321764,-0.0013389280657474458,-0.005853417638238054,0.00425524397437084,0.03930085940981954,0.03301893994628643,0.040511389560114,0.03566225739252905,0.10095099305156774,0.06980545098875363,0.0003037502754767295,-0.007430674769848938,0.060702477495293256,-0.006526548390649882
29.0,1.0,0.015186834180447837,-0.001852991803030136,0.1366267678660444,0.0008769995881820901,0.004022483422859439,0.009171608429671779,0.002501850970265746,0.0072776893597090485,0.00410724141841264,0.007322196782507644,0.0313621352199321,0.012420358830743237,-0.013247303903772947,-0.007552231006221661,0.005026074956171597,-0.0014722035863448078,0.021980961653189156,0.008947081447379445,0.23612377302885834,0.09040848627633767,0.023443350564305042,0.2852709838043879,0.14039410043317027,-0.004162368164887511,0.02897030418401566,0.05247810041728985,-0.006315380371360408
30.0,1.0,-0.07519132606655672,-0.006734284850423532,0.12182987796121517,-0.02878035208086592,-0.0033517607086746095,0.015957548569130568,-0.016144057288398878,0.004870506080516789,0.00510118209510353,0.015510874171467997,0.0075097315271053615,0.017827186181550058,-0.008340266789272773,-0.02122489296270396,0.0075930730276971585,0.005762072315357485,-0.00727941361481939,0.02341351723320235,0.12603141230770037,0.08164799264918075,0.01956369712181817,0.25302838684345147,0.09564971424227617,0.013050052616598092,0.025332382150252273,0.04923077736570486,0.035293713842542124
