f_id,i_id,disp.ratio_median_02,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
12.0,1.0,-0.032798530281023384,-0.03578540044430007,0.04028834915538963,-0.07745742299697875,0.0027432730077603094,0.011795382585615103,-0.013232317793393844,0.0007779755020113494,-0.015504271516075495,-0.010664341574077835,-0.004174883919255304,-0.000950200088000215,-0.021675790451041038,-0.008285136186675124,-0.0009371419915792847,-0.009621135581295556,0.007332783597335801,-0.02092698432470627,-0.5701163857511712,0.012368955502406784,-0.49613620622162713,-0.05538568203572321,0.010907012053480922,-0.0013597824860205414,-0.16885134696535392,-0.0394960999995389
13.0,1.0,-0.07678838138343466,-0.025455341610930216,0.03540194283426745,-0.07623455733680087,-0.007123945734553635,-0.010313504528100308,-0.0028528455405903838,-0.02698911749734147,-0.027014680877722925,-0.005546606619671789,-0.02043791399949761,-0.033884214866111456,-0.0051500907462623605,-0.006922978244585796,-0.010187762317215859,-0.006689568928169229,0.027842347571890025,-0.024416653297728137,-0.5426342131982524,0.004918931005651021,-0.5392980036308547,-0.047845137290877644,-0.0012827361810096628,0.004653791308538811,-0.15996268396835453,0.021048395932786526
14.0,1.0,0.1249756693815041,-0.024002480587513378,0.03179524542895623,-0.08412071479005444,-0.005234354643648574,-0.011946087093006215,-0.026855934553239515,-0.02753702323847674,-0.029244542009237415,-0.013370120085829973,-0.02680726371300673,-0.004156272055151934,-0.03205160385993029,-0.004279983887070315,0.03726622957375616,-0.0012831908895495111,-0.05010711416689515,-0.019438259102278695,-0.5215144622357426,0.0044430947936313974,-0.534889720657716,-0.05030909957058105,-0.005384082515536961,-0.0010709774575170484,-0.14721675670665835,-0.03741973625161765
15.0,1.0,-0.21619409669848386,0.025896459104459146,-0.19297796284858804,0.0015121246522080114,-0.031243673278091022,-0.009478307435863819,-0.04611195915689499,0.001183718412089816,-0.026351206716318604,-0.020335451221703094,0.001226364513617029,0.003613246618379695,-0.03853839759457812,-0.016129725243194202,-0.014422779519913845,-0.01765061886291165,-0.01285724152611336,-0.07003085523792946,0.0438759655698348,0.006858153600545984,-0.130128679554821,-0.020584639939996822,-0.010292191865881688,-0.001712355582508567,0.053585842508569986,-0.045672185934240155
16.0,1.0,-0.04276362125479574,0.02688065388897121,0.004563291020980267,0.028941528690090285,0.003290166091000478,0.0034326769273991913,-0.010848040861592008,0.002076002096057935,0.010677557557620674,-0.00954274542426047,-0.0039525972033800875,0.004507848733360512,-0.023408300099329295,-0.022443616480568807,-0.03462065271995748,-0.023458109872869885,-0.0006507023817969675,-0.017783144185400838,-0.517110624470497,0.003639970045926671,-0.430329037825947,-0.05549612168545196,-0.003392956813027541,-0.0009608744338927735,-0.16261555292504754,-0.044975809160692284
17.0,1.0,-0.031103707867537998,0.03649882621340537,0.05698355294209907,0.017114585353437115,0.001472031045459849,0.027840910598551625,0.020671986307670406,-0.009860446287999064,0.0822655176102658,0.12384515848253193,-0.006264323978145723,0.007861670111732956,0.18462414577914277,0.02440052299979705,0.021005478637156606,0.07455120707286719,-0.0015083896972440441,0.027795547792191032,0.29942330281492735,0.054721922035505466,0.5158994981401911,0.08278976623436704,0.014715261090823505,-0.0012022420050380373,0.06691101614353688,-0.011871772867888939
18.0,1.0,-0.09511840311136148,0.026026534764225243,0.0208658264342506,0.0026579277149250103,0.001152929306348895,-0.002593427438775665,-0.011827265662976247,-0.00820545786308447,-0.01700729381456495,-0.023636903484475485,0.0018302549077082203,0.008306035340800584,-0.03110963655547446,0.018405388532309858,-0.00506603831649076,0.002566618265427223,-0.019394723857584197,-0.08011871984822219,0.22786770014632704,-0.08533691587886995,0.5296984565109628,-0.0829443356621175,-0.013480989883474077,-0.003172891558033631,0.04622640430857921,-0.007496633971113815
19.0,1.0,-0.08690993008707536,-0.014211325072501117,-0.19056345706676867,-0.05921858966016242,-0.021351833490729024,-0.010055996165997066,-0.029465041085941,-0.028710267594125653,-0.02997616112321541,-0.015438721959959389,-0.024307071438820944,-0.01995001544624844,-0.02309098840647548,-0.006498858221868399,-0.047320769200233315,-0.026572901095543097,0.04697659452398316,-0.07638701727060429,0.03876896710092432,-0.10351453662335838,-0.24852414651843718,0.019499638770910006,-0.00798446572989798,0.003729583446257934,0.04907175883093991,-0.00017183983606654045
20.0,1.0,-0.11838047882655779,-0.010440965969101329,-0.1786425030751926,-0.03658638842183253,0.0021079472826816418,-0.019713818231252744,-0.01495811046098136,-0.007564164930111905,0.005877242831368544,-0.023912141597583092,-0.009372434413892319,0.005766054559636128,0.08630977164460586,-0.00019743417931801337,-0.03344650310011105,0.014565578471484123,-0.05962130064735025,-0.08744511186026091,0.640215873099572,-0.12944062710948473,0.4672625931141931,-0.06418530737769351,-0.011143436624831762,-0.002639107355791558,0.04016369986159822,-0.012162926471366964
21.0,1.0,-0.0700615686590414,-0.006230030607506794,0.03074553407266817,-0.012830489195504122,-0.003415801268417586,-0.004890867746353019,0.017006477204696165,-0.022840375855187632,0.07575875879923669,-0.01551315681750745,-0.0036156968878889237,-0.005192362781830125,-0.0005905495329978914,-0.024622079600195003,0.04027713640459548,0.0031391689844212705,0.08323586874132327,-0.08010721530224053,0.24031019190717876,-0.019148905939244888,0.40681196748321136,0.04085041925821127,0.003243439921609272,0.013753053233048347,0.059687516179623486,-0.010588177299140696
22.0,1.0,-0.06111052135938317,0.03493508532651163,-0.1789266542694722,0.013679641522609571,0.02343373777488916,-0.0007590008151492556,-0.01587646122141933,-0.012096604294620885,-0.026559001591047505,-0.019460350926732366,0.008583971761607878,0.008697530879275833,0.0012016653667699755,0.006049992107334272,-0.025216796340692745,-0.015039167673779961,-0.008929492084084183,-0.05901416720925886,0.05443695473522174,-0.09018864244425272,-0.18251979612908129,0.0039706477782112965,0.013797630775295637,-0.0024465724040802317,0.05235725659870193,-0.030657431798470403
23.0,1.0,-0.06611583924525972,-0.001583386704688616,0.06466242418825711,-0.03527905714902632,-0.0055599157179823866,-0.008699902152638281,-0.01022987544463069,-0.022224700190009807,-0.02728592225029018,-0.012734025662700446,0.03731498661500762,0.011937747335341602,-0.029163423324309316,-0.0068784330260937875,-0.0019551418804888416,0.0004887614908615438,0.016383893116834473,0.004331565130582265,0.10002652361664792,0.03820760710684711,-0.16244139978793096,-0.03510973522986662,-0.0037384973288165945,-0.00014267122533366062,0.07349007229410098,0.010810609271772693
24.0,1.0,-0.09201015379305214,0.047598603104895665,0.05074450186433858,0.02474664744539129,0.007114117786656228,0.002826759052257939,0.014768564111654291,-0.0037986411688226435,-0.013625275063974271,-0.001842535821393533,0.03319788251161455,0.005577301816165363,0.01706802576504466,0.007925650700755049,0.0711340739420357,-0.00989457951786025,-0.03436969549356326,0.00977926240998244,0.10441693668431792,0.03645344236698791,-0.1550650413049131,0.03444481460819052,-0.0008120672649737913,-0.0021235970186713974,0.08124834382950773,0.07222736727982483
25.0,1.0,-0.0771577969212228,0.0249145107105988,0.03749404339226224,0.016374937708509184,0.006209632879691647,-0.0036974950106571053,-0.013865131747042797,-0.009428337194673755,-0.021370976481085144,-0.012143884635111889,0.00037914388296381944,0.007248181110699609,-0.04180663379398527,0.00639070576336644,0.06717752907958928,0.0033074011115486073,0.021499718063403218,0.0124254001990402,0.0920628238260279,0.026876827249783842,-0.1192970431308473,-0.014969118929673295,0.0012375399035407825,-0.0025993925602698876,-0.1196191015232961,0.00994927061283023
26.0,1.0,-0.07851394487566596,0.0483016067548062,0.04126435744294553,0.013005673748382969,-0.006324278841320418,0.002015030283861303,-0.008025016066565086,0.0044862008845058315,-0.011516013234989613,-0.030229544035052368,-0.01774514540381399,0.006878601119569517,-0.05014164571173547,-0.004948109008043506,-0.004615247642932508,-0.009151431184138718,-0.0075195090628125735,0.006703515818940926,0.09988715397662135,0.03019651890970354,-0.15725726654398264,0.03985763361624006,0.008306808973741949,-0.0008654862100897397,0.07069104350423878,-0.026673449123628897
27.0,1.0,-0.04495752484053975,0.03413058566081428,0.05064021454038424,0.024705173341337126,-0.0043498314388903106,-0.001475678177834526,-0.007204189728766111,0.003667259259353855,-0.003845035179746834,-0.009795872615476231,-0.018754727964983207,-0.011380553582713256,-0.02851035050720377,0.00048491252514882774,-0.004545610852221108,0.00514574315476587,-0.007104974186993048,0.05927093380089598,0.10066113456759208,0.03263939380864472,-0.16126299784831682,0.047690597332332024,0.0077587856757556336,3.727211454237654e-05,0.06551298982263848,0.06558486832771082
29.0,1.0,0.021510936853738716,0.06215359687340556,0.03983793535441839,0.015331212000283981,0.0052730558709831385,0.003959819205718143,0.05053288507197344,0.004478471479988301,-0.013683379963516672,0.014571411448479286,-0.010284651294730603,-0.012830266165965507,0.03259871840961922,0.003979562102882638,-0.010400676356472358,-0.01270264890895007,0.022401555988972702,0.02528655176447595,0.21261395384763088,0.057756779454934494,0.48791765636360174,0.06329539206991913,0.02633239341957484,0.017555274631651643,0.07365022358428837,-0.01435500781413969
30.0,1.0,-0.07680923113258976,0.04532683111342422,0.04192066986276841,0.034423627788386715,-0.0024188685864874253,0.00500211650076221,0.038460659235640696,-0.02291568233844308,-0.015801984524468234,-0.0036682711729461278,0.007343748376382918,-0.013722235454788276,0.015712233550419768,-0.006797578442948333,0.06350095616011951,0.010098896822262827,-0.018002819589494116,0.05710614296217933,0.10344480849519908,0.044183639034608944,0.34117141373505316,0.051466466816409547,-0.005743529288723705,0.014059234732712669,0.06654975951582402,0.015770773250591452
