f_id,i_id,disp.diff_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
19.0,1.0,-0.05978071547610439,-0.07379107183080001,-0.013790974959795135,0.0057841817033304176,-0.01270025306138664,-0.005583098226832886,-0.005416380580886417,-0.012254387490578422,0.01917769902898915,-0.008617605753466314,-0.003829198475759548,0.002071189688063014,-0.014426757717198486,0.0042162468997409015,0.009020710566288533,0.019656197934991564,0.11804163526241004,0.0037815117181847335,0.27360777488437005,-0.04786794671107957,-0.005831823751652147,0.0008405721822539176,0.021766571591084447,-0.011669158209935006,0.0033559662269768216,0.05224746764885999,0.0158751345927053
