f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.04379170003012755,0.0662788425464041,-0.0373397353187183,0.24736521194931352,-0.008775340599155718,0.007063281952328439,0.10564582197639642,0.0014095215210248881,-0.020649015308929604,0.008543563699557357,0.018080712869509064,0.013687931218072965,0.012446576281436906,0.4024745332403314,-0.004378001403850097,0.004459909531677091,0.06678313673840883,0.010646974247559548,0.935696608939673,0.012571447595916477,-0.020718454935330855,0.30859133314160675,0.045180728544013095,-0.013323672749538934,0.018548111719225383,0.03478478392962227,0.0034658322063256426
2.0,1.0,0.8833829802070455,0.06272638872113108,-0.042319767269587694,-0.0017195595993684566,-0.007326239727254566,0.00805411349820282,-0.01666181492465784,-0.007137263392264879,-0.017996060229779936,-0.008406150389667095,0.012007724698538834,0.02267437414602147,0.0019040403793565072,-0.010428299095815592,0.023773699271321412,0.009083996731072994,0.08951366861583178,-0.004879234183983357,1.5975543776557763,0.00526298737843896,-0.015213377220018677,0.636096967977043,0.002370065738893635,-0.007061084522776086,0.014102012328881914,0.02754675673918564,0.002810949421814949
3.0,1.0,0.13670329406499568,0.055630982644676634,0.012869160767828527,-0.005080048945982171,-0.005922170504182178,0.0002655006721775243,0.04989392166038839,0.02005355769447555,0.009664501513604044,0.004603591676869378,-0.010440587323359616,0.02233092964588923,0.022540352001697798,-0.01942978114407894,0.003493567527139505,0.0015112848313495679,0.012247532879904684,0.02172101894740311,0.15854361824873475,0.025948873573564433,-0.014600241775550086,0.24443009955622316,0.019501158082785273,0.02387876367228471,-0.007340958145109022,0.03710315469298841,-0.0032672847604220123
4.0,1.0,-0.1341164342741691,0.07292791004103595,-0.03589640670245632,-0.03481876396288231,-0.0115937508712788,-0.0024391615760561633,-0.021919293720282226,-0.013744136271657024,-0.0018799048142764925,-0.011066666208410356,0.012745690830786452,-0.02504123537922437,-0.03183507254960869,-0.029144725436703094,7.806836382596321e-05,-0.010574189422081732,-0.002792894728237641,-0.013143770735797878,0.05177494393505456,0.0026632186873431275,0.00628677948626728,-0.03834760623777047,-0.03429255050560247,-0.02898364057743155,-0.006873269071003437,0.029316052939241354,-0.004238084051765434
5.0,1.0,0.076738382867566,0.0376451076726686,0.04940498379853015,0.0008310106222754036,0.005372233249201227,-0.019986014889416325,-0.00448959733277995,-0.0039634311311484175,0.011512765494796816,0.0023117764368650448,-0.007475333167606714,-0.0009603527063139975,0.015774646589888038,-0.023755419443786143,-0.0010029869396542695,0.020352432396920212,0.004491962707250011,-0.0007283521409237072,-0.6377200421097563,-0.00494490516253274,0.015822982996808017,-0.350712680674249,-0.014698657986151569,0.014830153569177289,-0.005940011971820709,-0.06648271686010643,-0.006357268283065721
6.0,1.0,-0.08248306139813845,0.03522104215434018,0.02642034615533187,0.00020766259605684316,0.00157327488853547,-0.01663562585108999,-0.019680921079627843,-0.007877288121630013,1.7229423412472517e-05,-0.002350780129283353,-0.009777385300154089,-0.02338548647236619,-0.00624481176645403,-0.024775200438594443,-0.00380255912768189,-0.008015383478933815,0.005309929944557929,-0.0058081386145333305,-0.6068981967676166,-0.004824605025798682,0.016674442639929336,-0.33878164188931603,-0.028054117894107722,0.0035923455145954004,-0.0063363565259232976,-0.06836934567131082,-0.0026858235073011537
7.0,1.0,-0.264646294939414,0.04328437649780617,-0.10999509354249604,-0.036199991551159445,0.010048950223558993,-0.005903755162796477,-0.03551060499074785,-0.008184848517425715,-0.018923756592188545,-0.014829023860723226,-0.007698666980839858,0.05459394945921579,-0.0015620464810890285,-0.02823084961878242,0.0031735930329398316,-0.010996134953769835,0.04908864492291992,-0.026299971770134347,-0.700352693088282,-0.0174358617688672,-0.05191629139052129,-0.03054604964954817,-0.030948832193026802,-0.011517661657765237,0.007621010816986968,-0.055048658738256775,-0.001996393217831318
8.0,1.0,-0.0881941859093413,0.03656973178329184,-0.013969981487456184,-0.01815763699563733,0.0113198533188844,-0.017140224165748452,-0.004633948250337826,0.01147676785617227,0.0009029247843927404,-0.014135586579999233,0.007520002233887408,-0.02286060175177634,0.0016742920469620271,-0.018425837375303587,0.0012212770922525292,0.011149329729777014,0.06818088458372161,0.03553262330347541,-0.5854071703526087,0.0955869106642313,0.020272826123224685,-0.25853957795284316,-0.022186404902971184,-0.011048167294794388,0.005648427530123859,-0.05893569724958864,-0.00494055069293527
9.0,1.0,-0.09598826153971876,0.04223996866680178,-0.0903545488464762,-0.010967707320841662,0.00823900008212312,0.005009850818917042,-0.0031944666979727794,-0.005453408868280711,-0.02380207901521504,0.0013199058838018756,0.009668848560430408,-0.02168254507530527,0.004615837144264784,-0.019789355880714295,0.004296006455088457,-0.016737968090370103,0.0072648764916308705,0.026619246248646092,-0.588307661374474,0.0895551056877786,0.02202816136185042,-0.0822987678843728,-0.025403907850810287,-0.00551943655617906,-0.006252505189849806,-0.049922645231914704,0.006483964478663042
10.0,1.0,0.10103283467240208,0.07021184328108376,-0.00561898738164214,-0.005315069086874706,0.011059707721322426,0.0651768667628174,0.0002541481287562737,0.003342183623576672,0.009868270369943042,0.0024500622040739073,-0.011896342987689941,-0.023734160653460505,-0.01406631930765331,-0.026956150127594374,0.004384566799649072,0.0023947240108402167,0.011810895388896481,0.0016485683257329027,0.1126501602466571,0.007411767544785397,0.00982319337780338,0.03304484114307706,-0.0253263478463738,0.020060810797664124,-0.009834695644385317,0.036085406501111555,-0.012373508090357432
11.0,1.0,0.13788554896379862,0.07853676513287214,-0.004948617733286131,-0.004286715224995854,0.0136885941521103,0.07150159103984066,-0.0002677231797292791,0.008878119046369195,0.018272599906906693,0.003626880976333021,-0.011769027266755583,0.015907680859014263,0.0004096570418708752,-0.026799947688130477,0.005550252019695206,0.01205832470750291,0.011025195651697519,-0.007759253349849838,0.13002983064155005,0.029320382287236775,0.019394958076280423,0.04057474524875276,-0.017280709966597384,0.026204005231431144,-0.008410471647080595,0.040087284486775954,0.01078650134900858
12.0,1.0,0.06145012232834505,0.03614906852105867,-0.11991559865284875,0.00017009753946137804,0.006774762860471905,-0.025295870737593328,-0.010084314103056767,-0.004877344346434746,-0.0007164118984989972,0.0019244400974214957,-0.006702777795268268,-0.007334962325769797,-1.9143806982414055e-05,-0.02395045385275252,-0.003964006217663822,0.0017192404866843362,0.004329072168976478,-0.024644641759317132,-0.6951317041541444,-0.014765795626680981,0.013221968599429111,-0.4178868940865871,-0.02216412224054164,0.006011228722639558,-0.0062207894619330135,-0.08210497797325139,-0.006268261410916675
