f_id,i_id,disp.diff_mean_05,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.05337039728245356,0.144598741220298,-0.01772446129587848,0.2365311419383585,-0.012543012211572137,0.0352383852455025,0.29262360859657255,-0.007513816616529103,0.042115528249006356,0.0007876349251913093,-0.015635696876752682,-0.0019623591962549033,0.0471321828870815,0.26180675281662286,-0.04911291898880975,-8.322444318606382e-06,0.06763988957936752,0.42945135037522836,-0.04538559247608045,0.0180866705690653,-0.011037696728055432,0.40444639114958386,-0.008236525619385955,-0.004428164408715614,-0.012498601970202344,0.11121292108088232,0.004020346202221265
2.0,1.0,0.6590713921036424,0.12123079539108539,-0.042091357169651254,0.13668657851725102,-0.0016545788512046036,-0.0003626183767492192,-0.02325517509609159,-0.0035194836742153124,0.019297105026864318,0.007808424138398791,0.0009298091173815138,0.004823302791149584,-0.021099757984207962,-0.0024201833444543034,0.05083988662803882,-0.004158343167856715,0.08205155612355859,1.0867762261943472,0.005980644526692606,0.014375279811378969,-0.013321031705024975,0.922618219734884,0.008831700096099989,0.158596613699086,-0.009735150898298019,0.09385704438764174,0.0032614643977668095
3.0,1.0,0.06535096305028457,0.0021305420234947236,0.0373492747566017,-0.03234725235776718,0.008696757913129597,0.034346422401838564,0.01556100614429158,0.02112218244244002,0.0843156111275323,-0.004812613584874819,0.039332202985836624,-0.0028653793364945557,0.04063740404044177,0.0055147951266337255,-0.008425718982141818,0.03002401163399561,0.059586173877499767,0.05363461503225776,0.02509383684944378,0.028297979345331997,-0.0031512669787264118,0.31853743946600915,-0.015767323386600893,-0.016614082404980062,0.002600179088923753,0.13829383840620357,0.004496523126874907
4.0,1.0,-0.13037534328304562,0.06585558756113259,-0.05001163082376606,-0.003589020628921733,-0.005911801853675973,-0.018634063150402422,-0.0011036907913629143,-0.010038322762420405,0.07589313203474046,-0.004632105591804559,-0.0025201670402172282,-0.015615940519796971,-0.03774166295433942,-0.00719154367337778,-0.02251768851508199,-0.007478410855682098,-0.03332044164970709,-0.23879873659658776,0.0013271543655501694,-0.00892993902118587,0.0064482609820459245,-0.1171408647469009,-0.04019162817895571,-0.0317931055553944,0.004532629666407826,0.12786596257118754,0.001374317468969522
5.0,1.0,0.026023068688561617,0.0449859575324175,0.016088972279752294,-0.011571220632009315,0.0030310701733954047,-0.03086098290612229,-0.026596046256384624,-0.006327134679679341,-0.02534296631651536,-0.007589151317371286,0.009594068520074517,-0.002905770245808989,-0.047181781076091237,-0.03424827232029522,-0.015301064593220951,-0.0026427834024934658,0.028007601484907444,-0.17672006335572693,0.006093842275771925,-0.00028926466509111707,-0.014967507058587112,-0.4342069756277794,-0.06287256215242082,-0.005108795548715043,0.0028639896179855724,-0.3266573193058666,0.00028639018443064944
6.0,1.0,-0.03187429522629873,0.04830404374606001,-0.03744996851608946,-0.010491437793306206,-0.005249797968630477,-0.02927135939869447,-0.03212244551918402,-0.007619799862430418,-0.04575578907342827,-0.006208150237564165,-0.008447834251322913,-0.0022253788148221174,-0.028884356711805562,-0.03586182450396475,-0.029147061810632865,0.007445072288135827,0.003994588605932252,-0.18091902620146505,-0.00601348951480056,-0.011990240983415758,0.0008870010133060749,-0.42096655559308194,-0.06952052288053791,-0.005953080933457948,0.0033647125272751937,-0.30256101816880027,0.0019731003850630507
7.0,1.0,-0.2868725587395492,0.052320160114118226,-0.12984596528758063,0.019535420369201625,-0.004989562266063099,-0.028441912297796516,-0.03293993923202308,-0.020505551399240027,-0.05970088144724831,-0.031912806177478915,0.002956139734472331,-0.026867541574331643,-0.019243178815325633,-0.015050171550442243,0.018336755838157803,-0.018532952314835788,-0.03549625924240401,-0.23545182051405678,-0.01714582703510814,0.010269638744449522,-0.024192378081529728,-0.13543802341897926,-0.06042314231208028,-0.04308784358326944,-0.024488280513260668,-0.26674696114313134,-0.004259422697183629
8.0,1.0,-0.10366710316875478,0.04882043502210629,-0.08631619244713278,-0.0363479529785177,0.005228061022705324,-0.028258248431019817,-0.024032800085520143,0.002447172897656033,-0.033061181321706205,0.010051976105881337,0.0007199993280976633,-0.012457346426099525,-0.02779641970353815,-0.0037938642170189797,-0.013748078152457228,0.01374929078431697,0.020244173202648343,-0.19306959674333482,0.024037498468661093,0.0433741062085101,0.00020593738520880886,-0.19074435225054517,-0.056398232057370504,0.0024105593878702863,-0.024599389115210937,-0.2748593616483878,-0.0022298895073997616
9.0,1.0,-0.10999237481798743,0.0513360359425614,-0.08629035095298623,-0.03244482448406261,-0.002916931300435006,-0.004850558954386964,-0.027846069427333583,-0.008887840286200793,0.05368772195397878,0.01031744335671463,0.00018830998353045446,-0.011404653503514134,-0.032259790124375014,0.0025729283849164853,-0.023054509498603555,0.007703422689410539,0.00656178937649321,-0.19388914875017185,0.045758038085363065,0.040586275268553136,0.008351086193096028,-0.14046238101603814,-0.04762021382495482,-0.006787445739668467,0.005239540312289166,-0.2458426151155454,0.014629714477568768
10.0,1.0,0.05970920936129884,0.066529297632207,-0.014738820794625197,-0.0029451543048862384,0.0036328885782496607,0.1261974131404295,-0.02688782120225339,-0.0014765199545366094,-0.01458537893498598,-0.008201952279875581,0.020372366997129458,0.0013069416142135483,-0.026017650905892396,-0.024511855876761843,-0.0021557811715473595,0.01631966133955581,0.04853939173132472,-0.14021728154413304,0.0033502682421014877,0.03202883732547626,0.0027062409835850055,-0.022954499283048335,-0.03936170981684079,-0.003613679154571872,0.005679518559209687,0.16716595524188269,-0.002212957001665529
11.0,1.0,0.08220718946614085,0.07111861695467202,-0.0009262327622627912,-0.0031928058637705975,0.0045087403950029884,0.1421202655994557,-0.025630659412412587,0.01625701493782567,-0.0058120137579250625,-0.005742223361532892,0.035858687867249765,0.0003088117727705576,0.0028739865515561014,-0.024290877369931248,-0.0006978181386278091,0.01187500571931565,0.057830416702803374,-0.13594929779986112,0.004798396863236616,0.014898326877523663,0.010742487535781664,-0.00928026044653253,-0.038568233361797856,0.0002653205239528433,0.004237101380273757,0.16954380235796232,0.014768971402103698
12.0,1.0,0.011259430929409226,0.04355033362864479,-0.1552639075700453,-0.01320898058591259,-0.0009016796216656344,-0.03427159087533404,-0.030132610397671872,-0.009195956750263487,-0.05524209186529602,-0.010294347984888765,-0.0070797849135852626,-0.0034854331865157738,-0.06250944157707201,-0.03609286490407903,-0.022172648090196152,-0.012519861920491078,0.028004513797737805,-0.19018864925066037,-0.019966625648054088,-0.013258702464963926,-0.016084973712954656,-0.49557781579036725,-0.0741020789848998,-0.029724936680959806,0.001675472954755097,-0.3646565046100535,-8.428979003411103e-06
13.0,1.0,-0.12364036765978839,0.047679926351597686,-0.14106430426252767,0.018899884316509265,-0.002619926323184911,-0.030924392215163857,-0.03484589785610565,-0.021903959350383362,-0.05380563168490886,0.008399582411868514,-0.011694303695016318,-0.01818714474977585,-0.015738809634898213,-0.019940571527651052,-0.028605991837657118,-0.003795550248121811,-0.021547249203038684,-0.2304960079831221,-0.014123343070457187,0.004961635833273173,-0.018302052397798682,-0.4161691187890313,-0.02364515952439441,0.13103985778748528,-0.02263208395653484,-0.2816506868895313,0.007630368056022532
15.0,1.0,-0.29382412054683743,-0.21401874478011654,0.015317650963123305,-0.07361548058351615,-0.010818705203290337,-0.01686054132250686,-0.029560038619030143,-0.02058974997344544,-0.004118708934927495,-0.009540833862214717,-0.02080102496651726,-0.000413243825732725,-0.03616782642154964,-0.029711897191800105,-0.04047250811176465,-0.009591356221304552,-0.0034730515955924864,-0.09104458544507958,-0.05015349996684423,-0.0019482940974492068,0.0010789608895172423,-0.12818056960173166,0.013845678459951737,-0.024722004653117573,0.0001888074419892432,0.09015048692461902,-0.01824627747421862
16.0,1.0,-0.011766649586243372,0.01004607361453518,-0.047864867652723464,-0.018015241028314404,-0.008544043594744423,-0.034061041756525,-0.031211670560702634,0.006357150463669825,-0.043663167333476166,-0.007935889856301972,-0.0045097928735856165,-0.003536456458305695,-0.056311031548672924,-0.04944272981180798,-0.053724031897047116,-0.013726739384004536,0.029100020800179004,-0.17482721590795344,-0.011514744403159286,-0.018329942653920867,-0.014516820674388448,-0.4432230743823586,-0.06758842816954272,-0.005281886552948551,0.002994416873756374,-0.3421573735477714,-0.016734820268384822
17.0,1.0,0.04317795089641752,0.03216425969759073,0.06331876243245053,-0.02238377090775115,0.01887413148863877,0.07077681439046365,0.0012659352053700909,0.030917030791567723,0.13536920517191964,-0.004418658929963272,0.06098547880789714,-0.0014247033362940402,0.09325104492314382,0.03852523714352836,0.01650604059676802,0.05456170154557171,0.060389870009008625,0.11246099087741904,0.04247955915786368,0.0374235328940779,-0.004953934190691045,0.3778319857071496,0.11003499951101005,-0.0058875847100965445,0.0037596104140534994,0.13827265805115532,0.0059166219858979244
18.0,1.0,-0.10851868050941292,-0.015019799818430803,-0.029423272778079584,-0.04432440616300611,-0.011653548583407081,-0.006048207382849363,-0.031324531377931175,-0.0065839686982297535,0.04309041020199457,0.00016335324237547267,-0.00043504727765994233,-0.003849885333847065,-0.03380913572711099,-0.014531433447996784,-0.006273085342446364,-0.0011330225163916686,-0.006819064482731896,0.011448024514308024,-0.06003158104697522,-0.10281319955811674,-0.004044503671607723,0.28244246819476454,-0.029865092192469325,-0.020626363726850606,0.004625685393032767,0.11551590643333157,1.9186331073979974e-05
19.0,1.0,-0.07961995573705855,-0.1501471009710663,-0.0661321376060312,-0.03462260149328628,-0.005180182489703215,-0.008560558922879536,-0.006735271281812625,-0.013813270445907027,-0.06526737801488691,-0.017899026827037538,-0.0067043538924009514,-0.012037580679755355,-0.014480672425784729,-0.020261726097031866,-0.07480825400826792,-0.005042543207357114,-0.04651356007203457,-0.18335090449515015,-0.05181412967147682,-0.08746129011667496,-0.006616541178689379,-0.10123661075103733,-0.021851302527328927,-0.027441607917256913,-0.016588327429194877,0.10496098574536379,0.002533927348042342
20.0,1.0,0.00594009493849222,-0.18187034137739105,0.030307345465257436,-0.05646381266068341,0.007450536866984855,0.034623678357893206,-0.01780948184802317,-0.00739012324936509,0.021272575716031476,-0.006709027518804091,-0.020661644887868962,-0.022112548412729215,0.024441162590820416,0.0034328447694806224,-0.05886352365635727,0.025338280957797533,-0.012726304421513502,0.2310971302823959,-0.07505896266280794,-0.11020710311527322,-0.006205799918418113,0.29736589590839785,-0.0903132791989522,-0.04565688126307459,0.002465142428857491,0.08713448483237701,0.0007345451165387126
