f_id,i_id,disp.diff_mean_05,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
21.0,1.0,0.016413634852773126,-0.003587073414140316,0.04376195646917544,-0.03250651564300009,-0.012148929548129054,-0.033632656149199525,0.10210278732399582,0.021147545317670977,-0.0019014909011316663,-0.019621025220517695,0.012240162444542336,-0.0018810194362292093,-0.01233457469968644,0.001384840003378237,0.07110798933604352,-0.0012147715593561843,0.0027093694096422434,0.29981617038893393,-0.05229774561143565,-0.05590107030929838,-0.0067816714074332,0.30272940317929947,0.0506439162776633,-0.01691650084089569,-0.007326121130086226,0.11698674465920415,-0.0007125115189961211
22.0,1.0,-0.07319638800350839,-0.1574636709236429,0.0362075426496421,0.0009262547572106397,-0.001730109323397898,0.002904061016582866,-0.02077264712534562,-0.005182195284365786,-0.0255864195212831,0.005580166024865791,-0.008692334810103454,0.015525596985583132,-0.00026269114844141905,-0.013888655557043002,-0.04104684387031766,-0.006811974628471556,0.013582839705134077,-0.16968371873864388,-0.0438669567277186,-0.06648115582806706,0.006325039506784191,-0.08158915479016327,0.03622866300452804,-0.00498249069867316,0.0009550737003372018,0.10588657681260753,-0.015632044741211194
23.0,1.0,-0.07351051647949751,0.06986756744831105,-0.03314468268621078,0.009557107641188138,-0.007183947040643551,0.0009235000709434107,0.011762037142879005,-0.009616810595308454,0.07976202147889767,0.005538811898901297,0.006531818908715158,0.021148190910892338,0.012506949751941873,-0.0037984216571828933,0.010871806786135259,0.004136246851036958,-0.016429603825381067,-0.17072041609008784,-0.006949698640950779,0.044779775628697595,0.01578360327165645,-0.04071307726422129,-0.011333021382299045,-0.01699079084794927,0.004163499270177627,0.13868565174496297,0.002911558285807002
24.0,1.0,-0.1350215166162393,0.04570032710725953,0.04935503697377711,-0.016213457171757373,-0.008721709134768585,-0.021366302074226042,-0.018590299823637264,-0.010758604356500527,-0.023930854335707845,0.012603195475714047,0.01462541027695258,0.020269761097447388,-0.0050854124602006685,-0.015866475419916627,0.07672730806400423,0.011995855554944415,0.003990536500492629,-0.1461221186935201,0.02034822720712705,0.037685294606999695,0.00864027932440171,-0.06206004126245939,0.03786819984163768,-0.018152486320848853,0.005450462459343995,0.12672491368933023,0.015157957335261193
25.0,1.0,-0.06178124921655053,0.022363927334812465,0.04125816735201555,-0.010383313099345225,-0.0048967196793545525,0.037800632785974765,-0.020666085759565633,-0.011679853923806879,0.0449873406767075,-0.011722271003873673,0.01331640382648952,-0.0016013893154580997,-0.029327491845633723,-0.008086802433874827,0.058349912412971605,0.0014828979064683253,0.03395533330196295,-0.14422287245762155,0.028595265549008254,-0.01495146687843661,0.005699934919342878,-0.03108759450078361,-0.016720682020828933,-0.0025616840377150813,0.003703160343810326,-0.19353681582207274,0.011163274531283124
26.0,1.0,-0.08133283268990255,0.0335019094309359,0.03808419046463931,-0.003892394491679055,0.004602029713729186,-0.005085676256649925,-0.019434615871689095,0.0031270486100133266,0.044367016407698634,-0.0012520838515860772,-0.012380066986274038,-0.00563511408399521,-0.04847154871517788,-0.008306314933290971,-0.0035281592468794608,-0.0047447658228746,-0.013769453465322209,-0.1597590666381345,-0.0026811858883151866,0.029977995029751143,0.005515579142992187,-0.049413313190014053,0.03696707727942561,-0.009119820502402344,0.004079799251694911,0.11938204277921513,0.0008274675605987644
27.0,1.0,-0.06235638596688977,0.031000493590379465,0.043660625814595004,-0.004627336842801865,-0.007450792100153939,0.001051653693316665,-0.020434360557744058,-0.003352761617412382,0.060379565518822696,-0.008341008039173717,-0.005302923783038805,-0.010771610581070474,0.0014829397985602244,-0.010309050786497027,0.004830469543126421,-0.00023499606742319665,0.014364646950450095,-0.14912170266533364,0.04907321380686839,-0.00392410455644095,0.009192268575844974,-0.024621630358399045,0.07858642942947328,-0.004859109355785287,0.002873659368654089,0.1270124277618327,0.01271774411925915
28.0,1.0,0.0794436509761665,0.07619061207918951,0.0689660648798531,-0.056012910798631625,0.009846627643610842,-0.01423087273069394,-0.016222093955721748,0.004246403234215673,-0.018507776515815616,0.014030957997694089,0.01746163460945075,-0.010190932331282047,-0.006650404995687531,-0.0034424161218173125,0.08717277183154981,-0.003386136906406812,0.008676950320352123,-0.13398780400583934,0.050003608823007806,0.03513367587056755,0.0020663788035104767,-0.029799404878238595,0.04787782997814588,-0.002751969708237584,0.005421091309076726,0.13933559556055103,-0.0003811529453322071
29.0,1.0,0.09613146650236579,0.060790330445141316,0.06504759144580782,-0.017021585783029664,0.010237686934834471,-0.019111361898769396,-0.025606944968034506,0.004389667910643584,0.003559073966915072,0.01564170102206093,0.019471982655736256,-0.0076359304398567794,0.010310840778529166,0.007300525485626323,0.0274594194948127,0.00038433852847683035,0.003924951975212386,0.08559834221345478,0.031017132090605228,0.051301516385298576,0.007989913074739289,0.27830547817884843,0.10189233552306089,0.00032519402111099696,-0.01763265045794075,0.1500830705072051,0.0035389051326191203
30.0,1.0,0.020135401873803343,0.019506735828997007,0.05949525160437822,-0.02867442511258159,0.005722969057308461,-0.01638775407172507,0.00792461222837155,-0.004727021306838787,0.014263241341804747,0.009370511890565694,0.02034281291622192,0.016101244972502343,0.007255430774432533,0.0027429023066567826,0.0843930225443521,-0.009383112044769154,0.0008521181268014066,-0.07361449856536047,0.038276418880742936,0.01518031270756434,0.004301477909329608,0.18949100166318966,0.06986326079968705,0.005350049615374299,-0.012588173313336901,0.13404523581205643,0.017565924023253642
