f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.0200117320248319,0.03898821053745404,-0.06859867985243005,0.0962421721163774,-0.0009684320743307741,-0.02358969079883964,0.14385943274840565,-0.009825164605709055,0.0065542264208194685,0.01028721114002518,-0.007286850312209327,-0.005706564822360432,0.04829949761273598,0.10621627745843722,0.036346808791958084,-0.013994220047849722,0.02817869250086071,-0.009194460191038485,1.0378528460646976,0.45001277278373114,0.018525312592926352,0.25515728203104077,-0.006663292546805029,-0.010715597914424203,-0.01444954839423202,0.032452209541991885,0.025195700475012784
2.0,1.0,0.9510599184675655,0.05280237218541053,-0.04508100254143507,0.03804710986022637,-0.0018589348242991238,-0.013688162659360568,-0.012366314912491124,-0.006660706875429739,-0.004156600110855284,-0.0012199989385096085,0.0017299770468184384,-0.007414069308022884,-0.029086141747942433,-0.006757850852444696,0.02130433295382161,0.0016058742729530508,0.02491660729153961,-0.0035429346196364357,1.639633531965584,-0.05902394217452089,0.010083685398026024,0.5960416576203604,-0.0018823557464117905,-0.008203327629611826,-0.00917323954818867,0.03115756367985695,0.024810242473401835
3.0,1.0,0.03177652461080292,-0.016148297580237333,0.05317208142675838,-0.005545688151847765,0.012161761121728511,-0.021498453238274887,0.03296538648966884,0.060136301583884035,0.03082698482792339,-0.002680654514545807,-0.0029040927217147162,0.020384254303665545,0.03224315320028534,-0.007678822891296631,0.03263329019523869,0.013824507253637092,-0.018586199812814053,0.020438231664534654,0.22939171131090888,0.14221915585739853,-0.004584631643313786,0.12401745090716398,-0.02899356860093811,0.016507400762846923,0.00298868650652865,0.04561021371875699,0.0012355328320170513
4.0,1.0,-0.03711017694341376,0.03758462530345771,-0.07434453106165086,-0.0028794641369414503,-0.00784205967542905,-0.021207817568153636,-0.020035475861414697,-0.025239698292037958,0.024998168557020712,-0.005133505958573339,-0.006847982444785584,-0.008853806774599241,-0.03561060316384757,-0.010912829881836342,0.0050164250759062905,-0.0033687444628551213,0.024576441019610352,-0.011499908648662632,-0.1909345343893644,-0.17334492344487173,-0.01942333547100491,-0.01779063643520148,-0.05022052617358648,-0.007068595149106994,0.0073587699018270916,0.04946476861412578,0.001847530109728517
5.0,1.0,0.008950121052563178,0.00502425188762479,-0.05768571354153334,-0.0028020060862126274,-0.009650712613397177,-0.005695082195682596,-0.015010501512213925,-0.011469038359012735,-0.0055602401484959214,-0.005177478764546755,0.003319865583566016,0.00010219867013320475,-0.021524129863197884,-0.00834319523491054,-0.002227225367307634,0.0002537898130467089,-0.010318950876919879,0.0010357861747722064,-0.46186396731225327,-0.11352304601868855,-0.00048770752473438847,-0.3129492744995613,-0.05135431577645154,0.01700620090801703,0.003629787044850399,-0.08259068504584144,0.004157562749562337
6.0,1.0,-0.033706422688408934,0.004750788548599027,-0.0678399868286047,-0.00601159017609169,-0.00947058870351399,-0.008555658413536013,-0.019086170287812104,-0.010984926237129334,-0.019533623881403082,-0.00579320219553876,0.0012455260833947037,-0.014676520017183201,-0.01902542652055407,-0.010435411804157317,0.004160824782729835,-0.008683968879465782,0.005460035104838759,-0.0062812113727263,-0.4867954128726639,-0.1135988088753658,0.0066579661376717355,-0.3172125353648141,-0.05755094384810534,0.0051481946708974305,0.0042106047194274705,-0.08350414432685072,0.004759805201454222
7.0,1.0,-0.22794430042306302,0.008999793514480655,-0.17604099245437127,0.0033255778355929387,-0.007422619786059912,-0.010521893164853172,-0.018961187564396593,-0.02003440382164506,-0.016263659467390515,-0.006925120241101561,-0.0150373814726218,-0.0022550351092487566,-0.0024257956511629457,-0.02664868461152054,0.00567623449178817,-0.0076946209289838596,-0.015556201630521578,-0.031131976367775278,-0.6308517338012439,0.1339319559828003,0.006626659528056855,-0.1815409877896259,-0.07718713400948068,-0.004828669154755024,-0.02367716366080415,-0.07998690025617301,0.0003524994379925112
8.0,1.0,-0.036720514038838914,0.016086113089667252,-0.10378598689354857,-0.017229995812493643,0.0012509576597037934,-0.001169002331495332,-0.011926358672598971,-0.0037303328538870707,-0.013366816901162681,-0.003968002643746008,-0.00158571062683135,-0.010764463600714862,-0.00434440379486679,-7.502463535863255e-05,0.008492765008935052,-0.00524233895533437,-0.01058322134565702,0.06896299480978396,-0.5146591824495147,-0.09962972109627774,0.056455026954458296,-0.21082947675676167,-0.037150577219214595,0.007683138687042536,-0.016960082109887746,-0.0860576075329812,0.0014943216592572374
9.0,1.0,-0.035080347308136674,0.01044761610208627,-0.10423658604857629,-0.015831462774213687,-0.009831105608023886,0.004751982888221084,-0.011612629723866523,-0.01949728725245105,-0.003735803184248685,-0.004738558045462475,0.010458425613834709,-0.009760059294033658,-0.00964177898234048,-0.000740981046540395,0.0018459240698481668,0.003443100611294809,0.01973788887253819,0.07996566190330795,-0.4958023202566138,-0.0921846553643654,0.06180689120428572,-0.11104361812680767,-0.04361753507666194,-0.0008133943833378468,0.0067564245877645675,-0.08229285686476318,0.003898676273436076
10.0,1.0,0.023860744362687817,0.025613020857762167,-0.07573921098950978,-0.0004451489856400557,-0.008750761089053859,0.03992816727668561,-0.01530328087520726,0.004270177094901488,-0.007302966554809779,-0.006012591252175457,0.0030794312735840613,-0.0024386873540583453,-0.02079925281966815,-0.005490553168026051,0.0086795792025338,-0.006972472279364045,0.00451993464580673,-0.020629648092837478,-0.11646520355391213,-0.13423906266729643,0.07155074142656863,0.08736605503523742,-0.05006878959695168,0.012282609039151467,0.0071709329591230385,0.06966681017040607,0.005770865487347251
12.0,1.0,-0.0025761433960352874,0.0033047769189850783,-0.1709323446251966,-0.002329112483138574,-0.010589581424962734,-0.008426787060170514,-0.019762837608761012,-0.011438411536057484,-0.016413622239298653,-0.005619552459684566,0.003153841605307006,-0.011249624139863454,-0.03234285715079242,-0.008631712208780727,-0.002756211718452673,-0.00784734676772263,-0.010752110798706731,-0.05049542013792656,-0.5195931655921205,-0.12131885624762376,-0.008925163366221659,-0.38181267108525613,-0.06456241422973284,-0.014458475206933538,0.003672623380043822,-0.0973356829551415,0.0026880899294769167
13.0,1.0,-0.2030946725864147,0.00491281900725381,-0.1624535390676023,0.009635971411051766,-0.0066580888440528115,-0.007858726882348139,-0.020415449424407782,-0.02173323477896757,-0.011534752353324858,-0.007187653345849412,-0.006757308387778044,-0.002701202551918802,-0.00331756512716546,-0.02223841502428904,0.006581752563762861,-0.0012978593290698262,-0.01862246221018427,-0.015395888705630864,-0.6359764915852526,0.12881084092822773,0.005971567304660733,-0.41055934235919456,-0.05162330703292881,-0.011945125351093402,-0.0210589651491234,-0.09229487854109175,0.003901999981153005
14.0,1.0,0.1373298919260061,0.007313880863534316,-0.16480244327083482,-0.011848406519701739,-0.013244222455821726,-0.001328329148937416,-0.02347482959551527,-0.030892131391580858,0.006962196454848802,-0.0038181436080587943,-0.0037650914490663036,-0.006723854703992845,-0.01915892723373486,-0.013276297290231848,0.03051981682900555,-0.010656471201210127,-0.01921645656376009,-0.03250147618082504,-0.534315270201056,-0.18663864829734958,0.0058890707426168054,-0.26152356959937995,-0.05904335404834285,-0.012806716599298593,0.005235319381461987,-0.08796501156823416,0.0002991596177040366
15.0,1.0,-0.21751361412517803,-0.1110747009023434,0.0511028004120968,-0.037128107090937286,-0.024748796693433918,-0.030584395458686322,-0.016960628482434965,-0.024433531110888192,-0.012959856181696965,-0.002931665063276802,-0.000393985368243883,-0.009795136742715198,-0.02607433019385414,-0.026051767501780183,-0.005370240807596953,-0.012721025274258545,-0.004125163248782215,-0.03542038907444532,-0.17363613924753893,-0.2363519969664803,-0.01832176774594129,0.023266954004317476,0.026350802791648496,-0.005935153731933558,0.0064020233801121386,0.0406164537071891,-0.02533795018759059
16.0,1.0,-0.027214336223109443,0.014017009384429296,-0.08436445160294333,-0.004828835829163234,-0.017549871768028098,-0.0018880089668285598,-0.018727141296361133,-0.0069777992184670455,-0.020361354247191356,-0.005548438012674118,0.0018156805418189925,-0.010281579550488928,-0.03493192672050613,-0.017462676789647875,-0.021619840179155976,-0.016266898660590435,-0.011759910528719272,-0.013259250456481136,-0.488531247390452,-0.11739720035978203,-0.012312743867870653,-0.323196465866688,-0.056770175391867655,0.01623103597226791,0.0037009664791470926,-0.08401469577035142,-0.008073601450206632
17.0,1.0,0.006584276750498401,0.010485782251974963,0.11660610035038525,-0.014944056086887028,0.01854699669245078,0.022596426752216122,-0.007740351595849196,0.07674346994661989,0.05626579023072794,-0.004229815189084572,-0.0016547092325982816,0.03137336175481808,0.09673546403994583,0.015079722797324342,0.04485066497690604,0.03754466482237872,-0.024433941867169958,0.012735144979665963,0.37552435643093857,0.39450678895024976,0.013711988826657648,0.17373530774141466,0.09569841277223945,0.009488877699017045,0.002789092464728906,0.04400427547110199,0.0037873583680081532
18.0,1.0,-0.039900630587544776,0.020112490989006658,-0.03231765087920762,-0.01251119693155083,-3.551068688957895e-05,-0.021222055334087216,0.002451668407158601,-0.026622276178734385,0.016405646524034305,-0.00408512000753208,0.0031260143700211863,-0.0064525513134043415,-0.009496085881575595,-0.01800098153499727,0.013130782242198786,-0.001385379371362082,-0.01350452904621163,-0.032911617891135926,0.3582526511292904,-0.16945118790601832,-0.057358293346974974,0.11870941391311476,-0.015944850765008935,0.013869830554206737,0.004923614888572556,0.04161754076866169,0.0033227848788929763
19.0,1.0,-0.027647983326770022,-0.08118389232930726,-0.11063157939596273,-0.01887398012618919,-0.020468378544497942,-0.01722178978331397,-0.030161966050305678,-0.01696889450609714,-0.018929614364050988,-0.003887288125642326,-0.019306002207169902,0.0017560542473479997,-0.0013467085364487108,-0.007413681614638844,-0.027532461530502973,-0.021133525441432415,-0.003992976360340546,-0.04113593549547476,-0.1492610520659034,-0.18154769766082807,-0.07182481412312566,-0.008943770309742105,-0.01052180389655884,-0.007718124474717017,-0.025069595120551184,0.04499693438430752,-0.00077540754936872
20.0,1.0,-0.04897967806545591,-0.0673259267633103,0.055982159750698986,-0.004677038560808013,0.020167172351257513,-0.01553226127279965,-0.016748330420253713,-0.04904686838192493,0.010495794115849806,-0.003974516167337422,-0.000318945022872731,-0.017623360505995406,0.03694658201883125,0.007655754407690037,-0.0076933051282448,0.010750724069204066,-0.02442836850550256,-0.040329171706094784,0.7399885524434248,-0.2801532574646203,-0.07065210569046687,0.25322620279922314,-0.051106975656961005,0.014231180487639201,0.003014232585550897,0.02756018575496056,-0.00175467220312516
21.0,1.0,-0.036428443020643624,-0.02401742018774977,0.05530668177284698,-0.023846805388564776,-0.013337992559207059,0.00905571170525706,0.019851069741427776,0.05200546004367937,-0.017732669982363385,-0.01052238309145502,0.006489518220717092,0.00026237410134757975,0.0079368040135052,-0.005853916683921521,-0.018756504927005112,-0.008189564443023602,0.03724621762150582,-0.013181651743936864,0.29673364011100484,0.3748873285537323,-0.03599181529686956,0.21238936180653256,0.03965818451130382,0.005379289343693828,-0.008194172104969989,0.04094950642271972,-0.0003348237248303061
22.0,1.0,-0.012429822453015583,-0.09114054811585218,0.0673860484958348,-0.006103832080095228,0.017468094843155212,-0.020105991650961816,-0.012378180959986508,-0.02324853238343393,-0.0023417360308475212,-0.004713843609832257,0.009289905113418248,-0.00763906437273009,-0.011987934823999857,-0.013669262651405355,-0.02087874794091812,-0.002719797777851074,0.004405618242952155,-0.04232039623347371,-0.1336815268439636,-0.21555022518889425,-0.0524168997671547,-0.005598013574877808,0.04754352548395989,0.015338186363095451,0.004642416101549652,0.0415553298448549,-0.019348597202407787
23.0,1.0,0.0012194717543256807,0.05113690922936034,-0.05774281813345034,0.013383547358366308,-0.01069785266012418,-0.01309362762348749,0.03876198976002935,-0.022155763899781834,0.015042632486623183,0.009531217087067832,0.00860792106537461,-0.005005465831308661,-0.017329689959682787,-0.0031015889197559972,0.021858356797857182,-0.003882793112796934,0.024252135990938676,-0.007121847453030518,-0.1407948373747429,-0.11727202745851316,0.06768941431053374,0.07375312770321057,-0.028059108887468404,-0.010664164086168803,0.007828138546671269,0.05932532585052731,0.00457085970011217
24.0,1.0,-0.0733289935057307,0.03758331401932634,0.11328715883381908,-0.014902593493509692,-0.00693815065056362,0.004609153476117452,-0.010604550748710398,-0.015451890236913082,-0.007473274288535066,0.01082209580396317,0.009839612653904926,0.027466126083476997,0.004052102180555844,-0.007228310346816868,0.0027870117451362624,0.003499211303600194,-0.007878442123150593,-0.0017914159567363934,-0.14274992154372332,0.2990891139194992,0.05027441597203734,0.04199210944944001,0.04819715000489878,-0.005384193724795398,0.004651677646530547,0.061771606596911374,0.0038961510641174163
25.0,1.0,-0.021937850356618212,0.026984098634945376,0.09787152415275333,-0.008956827788594211,-0.012262084001427668,-0.019119403702155795,-0.01231131984629613,-0.020976908191546604,0.016638746887576092,-0.004140250096605743,-0.0023832676134437018,0.00044847623750150366,-0.030889724145701566,-0.0011450137864458356,0.009268301686401897,-0.004034150155007084,-0.004872493875603383,0.0158210059644255,-0.15837427623272604,0.13135804544282054,0.005230419842752536,0.004107786418014256,-0.03960231658815997,-0.006583545918168239,0.004873924460802573,-0.07748814645598302,0.006650421735400197
26.0,1.0,0.00611073271773949,0.04580739297118597,0.08462128155280761,0.009732326902436514,-0.012572010620756885,-0.017747559384042186,-0.01358976758660666,0.006907220686900604,0.016402362917907243,0.007251030807069949,-0.00012484081838675005,-0.008372148556790327,-0.022710360912493486,-0.0030526204655395702,0.007614419974661898,-0.0008149237319214632,0.005867134003845727,-0.009190120864403612,-0.1213320705311952,-0.16055917336258227,0.05929477976996869,0.04302848029838208,0.03657611645292048,-0.003400414176236029,0.0057832386190182225,0.05791080871942248,0.006381356945149342
27.0,1.0,0.0012662834434441416,0.031503848833207976,0.11733163601417015,-0.014731999690356573,-0.016675695097889527,-0.021508497663576005,-0.01607794065486009,0.00486711533910955,0.014903505765695052,0.005306173979452555,-0.010317788447322538,-0.0017506919074955231,-0.029321852917041924,-0.0002693698657562394,0.01669918246809975,-0.004256063930495271,0.01074796960317269,0.05274676673393978,-0.13203029708786895,0.1201944248564322,-0.003315777900280957,0.03370463091709859,0.07115273258146924,0.0018861212590186775,0.005545023893249737,0.057898133334910215,0.0069967830936310885
28.0,1.0,0.03389836432194594,0.05370322567270822,0.09443080327783991,-0.022412132778565366,-0.008736975697698731,0.009423712227082444,-0.008319433332860272,0.014554549602270761,-0.007497467153572917,-0.002646898456521666,0.005039141552742548,0.032684695833805705,0.011519496246902763,0.0031984206430321076,0.04313730839729293,0.003465768081746333,0.004226814121192497,0.06068835382116341,-0.07450034951372977,-0.1706268418406939,0.06640318204072027,0.06694612546111132,0.045774128118858504,0.006926205634012743,0.0052901538968817595,0.062158314631991674,0.007537720103648508
29.0,1.0,0.02988830190508934,0.034616900055359875,0.1418534988387161,-0.007548038538928567,-0.0005977843687372298,0.010925589234380886,-0.005980810866967023,0.0030648053322490146,0.0017972355883039564,-0.0025079211724822648,0.003012541862500198,0.01364647164763125,0.015586784935428474,0.0016538754419635905,0.02766109887472885,-0.0014328265803750285,0.013343423888880693,0.0035422436732794526,0.24568266466307417,0.21712625809272285,0.048385913832114706,0.09426971142789738,0.09261420427083102,0.0009205236540000175,-0.0071761128364732744,0.04917172227142792,0.0031400899538251786
30.0,1.0,-0.00479280501857168,0.029601776124148188,0.1417737671846599,-0.012368698256746238,-0.004320318311346127,0.012284055639398852,0.06143988569910424,-0.012848331469471386,-0.011112376005073048,0.014372502369870853,-0.006676194865045851,0.04297105758487163,0.01093276969894388,-0.00040537953536320134,0.03307891034623754,-0.008681180517202227,0.0034583278705424404,0.0558472660773994,-0.09106461655325392,0.212803641836179,0.020786123889199235,0.07874613385672412,0.07265588848981464,0.006437022640272847,-0.01488973394674284,0.04979725816023363,0.010513294695032958
