f_id,i_id,disp.diff_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.02964652077570687,0.09953505266163787,-0.0252587702985966,0.13443465262587811,0.02430710289888668,0.0013376660685265845,0.11999912112841106,-0.014622272720246864,-0.020925628668519235,0.0025818842908324445,-0.019237133987644997,0.0011344367621902956,0.15933617594463012,0.1648118789835188,0.0008114615295320444,0.0034143563084077736,0.05888769942696201,-0.02321106754249216,0.923611597557698,0.03352457232812228,-0.015027349720384685,0.35408973545446437,0.023729194122865224,-0.010701695199008075,-0.015827906984425787,0.009129393483214343,0.0755772136619624,0.046773834487159355
2.0,1.0,0.9798198770858146,0.08731149515159033,-0.05363292762817246,0.1069953340061879,-0.0031611552605500526,-0.016604235657009178,-0.00724613914804036,-0.007604198848190706,-0.00810617629247759,-0.012047451989918736,-0.006121829821662491,-0.010446140682191735,-0.04685969973953338,-0.0031111897949701512,0.025859071905496526,0.0004035200049149476,0.07197198743776889,0.01473704995324793,1.2878973626607646,-0.004614705242551894,-0.015478566499090973,0.7588112347628374,0.02061333685306874,-0.049943308939169484,0.076727278054785,0.00940375366508619,0.08433604600443723,0.04952270144726454
3.0,1.0,0.022858497827272815,0.03513749451022615,0.03769095832135317,-0.009036328940447303,0.017591917198362023,0.013299130349409344,0.025640870293827816,0.05643726368738481,0.08781695372787357,0.003983497027500018,0.008287555016628477,0.04952853434414492,0.15406704305240937,-0.024394286538697556,0.006177279526165497,0.011480908003453853,0.018556450556104588,0.012802019448998394,0.29601431102192144,0.02279056725685147,-0.011358085683720511,0.26047741421097625,0.0132135966329368,-0.02589029210369839,0.004264615148038201,-0.004258265672731342,0.0938918419241255,-0.0034846562097461957
4.0,1.0,-0.137838182189297,0.04505100171953554,-0.04143408443904229,0.07982283678389099,-0.019204108686031104,-0.01769411439018429,0.015307583982893322,-0.012381212474589124,-0.016815495540958396,-0.012075493052227286,-0.018549805318430673,-0.017683157214213818,-0.06531535162288306,-0.016419609100141078,0.014445405179548957,-0.00493776599916462,-0.023364918138157685,0.01210699607232686,-0.17357401892195934,-0.014880229448353004,0.0019427906444411207,0.10606679740049992,-0.009997563089822404,-0.0823906336648349,-0.0270537647986701,-0.004542410890937219,0.0746921634966651,-0.004738714103418781
5.0,1.0,0.018035025436387162,0.0296649971247711,-0.02624976779386894,-0.003038595896289468,0.00914063435844554,0.010687303430404633,-0.008520154057342775,-0.011730460614463423,0.01421864761481981,0.004219297091259408,0.0009913248159999354,0.038138438627106135,-0.030644263127540594,-0.00659847031415319,0.002322023671791176,0.0007584880494626797,-0.017214267552464604,-0.0011567155355874342,-0.42808983170970005,-0.00844001448048215,0.0017771998499004522,-0.46088829936632986,0.046806889718689716,-0.049179107728569975,0.006380223739326916,-0.0036676340882791296,-0.168123608668837,-0.00901556333346426
6.0,1.0,-0.06738792246719215,0.029140722716778877,-0.02936292243132076,-0.0029299584143214616,0.00931768996680172,-0.005423762704684259,-0.032008195823451796,-0.010883279086815752,-0.019237641356633525,0.0052752558275492994,0.00898649370565239,-0.014264191185205867,-0.039975650599745886,-0.0058368926635600695,-0.004329941309636617,0.0010502049107523142,-0.0009984631632281922,-0.004151333961073166,-0.4138180776397874,-0.008289491623473345,0.020227001910011345,-0.48184737581523984,0.0395218302353158,-0.06370982065365435,0.005566732422410097,-0.003403460708851082,-0.1521987421559523,-0.008602978689777527
7.0,1.0,-0.17379666658131426,0.02962619696951419,-0.1321597175944253,0.023517851398175516,-0.005795875813412115,-0.016188313151329934,-0.016285633300928457,-0.012929741576775318,-0.030454156688013042,-0.01610989418639411,-0.014266442650426522,0.02567574326256548,-0.020603469725001718,-0.014930171652864265,0.0009431334407665572,-0.002043006241507197,0.001393591850954673,-0.017352592441903496,-0.48309000897969495,-0.01999095924897093,-0.04459428130466993,-0.3185283013064643,-0.027473037348173336,-0.07431538411071567,-0.013781655566983544,0.00410791526038882,-0.03840696232675421,-0.0038299121165355893
8.0,1.0,-0.11022955351919142,0.028327514505187137,-0.036836273962282395,0.0005676848701475013,0.012604058912763392,-0.0016128294620529637,-0.005212586184126203,-0.011707265136823151,-0.004450220197388106,-0.010426302486066404,-0.010064520697245987,-0.015705055019101192,-0.04279610915220708,-0.0011129454914861952,0.008014361768155528,0.003616052105744796,0.05228446525850714,0.0582528182725194,-0.4187488230370319,0.07723428827706867,0.03348724704947197,-0.42057118684487343,0.05942129141324435,-0.06128155612050188,0.0014316950856151176,0.003921910663874998,-0.14010837484805394,-0.007882231306900063
9.0,1.0,-0.10548673856514669,0.02691133863624316,-0.08690967825807648,0.0014013358574796729,0.010653180032301614,-0.017882267343973437,-0.009787235657493218,-0.01069512197247247,-0.019045113935580567,0.006376396543728083,0.00853765145788989,-0.013177451844853331,-0.03738718157495601,0.0008400803541451329,0.010372876951617288,-0.004193463206354657,0.0012319260587098696,0.07820385752416592,-0.40421311049970815,0.0917472032794706,0.01928332966239752,-0.26820507575573366,0.0657863900698847,-0.058630163984406056,-0.016052024600876423,-0.003552436004844485,-0.14857253106945584,0.028538801504959372
10.0,1.0,0.031888117350314514,0.047029975401536445,-0.05484506083201911,-0.005043238858659892,0.013750238317398533,0.0683220778319316,-0.016683545281609334,-0.006857023406878274,0.013351517852097535,0.010266405581487956,-0.00326792480669638,0.013842461229414196,-0.051084612996783976,-0.005405943037101621,0.008744233123673456,0.003465957369665004,0.036775992668563365,-0.005932827266137092,-0.10484588839332015,0.017012294410907063,0.024249638294455783,0.12159207419747955,0.02243083010862837,-0.05359691622393523,0.005538169494403174,-0.004058853101789931,0.08998599534160685,-0.013680915360267807
