f_id,i_id,disp.diff_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.03448957581514568,0.04912777832235879,-0.03865335583204375,-0.006653410306443033,0.018065296295743678,0.07876570791176318,-0.01470509417858567,0.03159979165002292,0.03179435357568886,0.01033779620162375,0.0003462668833815421,0.0489895671479389,-0.03621392842165209,-0.0042770972821777765,0.009763467615725276,0.009371446342433103,0.03926210251992315,0.01167677505857915,-0.09281495533973362,0.016833582446448427,0.03621783836586893,0.15564837670409332,0.03899032974817599,-0.036221194806451945,0.014056800272291317,-0.003977785747666182,0.1006847473554275,0.037587413875051524
12.0,1.0,0.0016173601275562687,0.028608726978708657,-0.15064004031668704,-0.0033835719631541256,0.009434046418341049,0.0013141065775125124,-0.01273379954040385,-0.012845253543911497,0.0007500677110600566,0.004473900769299552,0.0012409496403206915,0.024126731583872758,-0.04243020647855254,-0.006074939718088271,-0.0023954608375729566,-0.0012124276328447446,-0.01910584874712797,-0.024681322246255327,-0.45941057574346456,-0.015966129075596986,0.00020813902540270477,-0.5779338985815498,0.028029860691300795,-0.055967146449800664,-0.0016163741268557658,-0.003536641105571525,-0.1833710969891299,-0.010169506059815762
13.0,1.0,-0.12484654332908289,0.028839643522597894,-0.15144534974459226,0.025558485317047516,-0.006092743528831321,-0.0065665576298601,-0.01342841978684887,-0.014804813443917209,-0.022598005262427223,-0.010459850276474374,-0.010048209527902521,0.026072001476233363,-0.02276037390595239,-0.01701536769892964,-0.002032482833066047,-0.004719269011477963,0.029162750468474184,-0.0028480908823384325,-0.4825080593583711,-0.020125168131075812,-0.04162419983890973,-0.5998388594369302,-0.03375127948606238,-0.06454840339758987,0.060632992606624005,0.004445440509769175,-0.18554281051411778,0.01847695370612621
14.0,1.0,0.16899157862385467,0.025946539251663764,-0.13846601428243502,0.028816005914257387,-0.008178909717257073,-0.01780646226184055,-0.010598647885545277,-0.015193966775993032,-0.0020979147547389764,-0.013650071200365491,-0.017354796772834635,-0.016095221904915896,-0.05468615983282559,-0.011893779815321661,0.014360961913001565,-0.004334068513465548,-0.048147120379120764,-0.016793494839201017,-0.4449626083518898,0.022572839536288664,-0.04623213559075325,-0.5510440082170488,-0.03559266288043865,-0.06011688302774485,0.05081279809915965,-0.003678103514473241,-0.17424631493993195,-0.005356654785857945
15.0,1.0,-0.1844492528435511,-0.20922878030029016,0.0676065163803229,-0.00764813910637759,-0.021975051736501074,-0.024775133024600094,-0.019799482482360423,-0.015021505531259232,-0.05283218580323595,0.013947576444302893,-0.0019382331468141018,-0.027656766141485687,-0.07927596952187163,-0.0019639841517563005,0.005604245992091662,-0.007499211547765967,-0.007481737517432409,-0.07011395102140852,-0.11517491998463643,-0.01685312394240519,0.010963350591581282,0.14107769990199392,-0.08319470573017299,0.02857163132004882,-0.02446123116354651,-0.002711142419239806,0.07950187524103017,-0.036197865958401854
16.0,1.0,-0.03569527864982631,0.008241885630096086,-0.03330007676704223,-0.0016446731073428774,0.008677740640120989,-0.006166547329716927,-0.011598591296289467,0.01882424832477431,-0.00518556173423358,0.006090028784152294,-0.0009492771199866817,0.02162349206541597,-0.03702092917691307,-0.005188307897737869,-0.013736037821043805,-0.0014470278171729376,-0.018630839168840785,-0.014862061661892238,-0.42661439588999506,-0.009814797246657238,0.004254925359023729,-0.5001595963958384,-0.01992864010700917,-0.06595136471501635,0.004593097701655959,-0.0032898254089194336,-0.17804852352071293,-0.023205343109883442
17.0,1.0,0.0024427190566484193,0.046433250933739185,0.10117884300268958,-0.005788626682542633,0.032920537133688116,0.0484341065536514,-0.006290459122441179,0.06592369667239184,0.14382195006120768,0.004030391923012675,0.011729340953717,0.055299099511934055,0.20005055841104405,0.009706480686073996,0.027321092561730115,0.03990983288325515,0.02805687132745635,0.02385103809993403,0.3560724051869051,0.04049436816898616,-0.014272324078935007,0.2981348124424527,0.028791675096053515,0.14457418932549218,0.013553817491977167,-0.003105710553368159,0.10243278209433523,-0.0021819414745806857
18.0,1.0,-0.04868000456686552,0.00937933794291617,-0.04544959338339078,-0.00785757682740863,-0.01459131321875581,-0.008385394173480191,-0.01102006067135906,-0.01640196387594167,-0.022372879785136218,0.007394053480945616,0.009943226346999987,-0.00603955034296997,-0.05990688871021901,0.003261053765949907,0.000994617839752382,0.007473504710993185,-0.01710410938612442,-0.02887325602558457,0.25175554987714255,-0.024477643220768404,-0.012619508369955464,0.25949999343115365,0.025403994068055716,-0.05819921167610334,0.002274325302142966,-0.003243922382910981,0.07805942236060179,-0.017358732331214346
19.0,1.0,-0.1056900544935393,-0.19635649211696157,-0.0763166441265039,-0.023807114299661005,-0.014240166063001006,-0.01998007450905189,-0.024164432735243574,-0.019835480593580333,-0.036070803826030305,-0.01299943969714961,-0.015661952524454674,-0.005574490104399397,0.002794139966604835,-0.017474985755837565,-0.0619346546822412,-0.00029448102800121775,0.001144360257600118,-0.05008303603371523,-0.15552101691748413,-0.022348132330511136,-0.04076644012393518,0.06846777077559521,-0.0686371358130056,-0.00044534273779786625,-0.021592572909101194,0.006391774457921925,0.07836861145086506,0.014182921484273468
20.0,1.0,-0.07062096222979383,-0.21434966841131947,0.019523868901400118,-0.018111090293598878,0.009351428524836492,0.004746521886255843,0.0055216387284913425,-0.015340579301979844,-0.0310044936189169,0.004985618498759596,0.00877018402961879,-0.011362451692126081,0.1401576795217337,-0.004430548895409821,-0.091402888397056,-0.021011148258788796,-0.02028782757083951,-0.07221687547294728,0.6319964106412489,-0.0339543031392268,-0.011844226232829097,0.23497567921888493,-0.0011132616771833762,-0.09334530816222512,0.0019920381963576283,-0.024145260499500464,0.06917043776028228,-0.012608753636132789
21.0,1.0,-0.029051655676835462,0.005559883104552983,0.06099549363511023,-0.030635267848547677,-0.013597211983173355,-0.0014542242633625811,0.038654495472380104,0.038003991299735064,0.004938900987940238,0.004974607076571153,-0.0007224499651266154,-0.006904024310767171,0.007524276150666923,-0.04518731194586704,0.01954207067567704,-0.0014303348349889852,0.07815133826744206,-0.04741619590938124,0.250435664716226,0.016386685635225356,-0.012717415971618207,0.2938100994371641,-0.003252032105265561,0.07258333970498598,-0.008651381366964611,0.001984225069168092,0.07859606116139123,-0.009634952144007253
23.0,1.0,-0.09154319922154809,0.05179051076408236,-0.043204731895126885,0.018100229788504875,-0.01937573919887132,-0.007998658410281531,0.034482347098100316,-0.013121019444277184,0.005649839902446565,0.013083881046696387,0.007213951783046492,-0.012591731688448822,-0.03583406593252056,-0.004923587052943326,0.019119988766579905,-0.0003494067013861573,-0.004520157297274608,0.014781052515690556,-0.11575830755360661,0.01956814657620889,0.006573125672850307,0.15101194029072507,0.0017017378682972098,-0.0531384731180755,-0.012754266387535016,-0.004036435651733232,0.08407879855388081,0.021106364666895992
24.0,1.0,-0.1280766437950877,0.03867089502604685,0.06584795633724835,-0.01034617755215906,0.010056333758216724,0.009775159885819477,-0.007427423950011466,-0.00730762896182327,0.006694193860320187,0.019362324295548884,0.004732169422850251,0.02091491591910688,0.017921475047777687,0.0019804206560257095,0.023403980100483033,-0.003812126236287896,-0.03295056623696471,0.0007294394609963816,-0.09529195371373808,0.009925971411005775,0.017121181715283987,0.12001934737597195,0.00920809956123194,0.06155630484860678,-0.02062055521803588,-0.003794046231699777,0.08958311773337971,0.021437094200917408
25.0,1.0,-0.054847311582376615,0.02704097568669007,0.053048648558430854,-0.006836627249701685,-0.010471285544327151,-0.00811189828788397,-0.0031775374860106478,-0.017876028646171462,0.01136128770396573,0.009833244289828864,0.003746024382292942,0.03761020191365662,-0.04634321316786719,-0.002388892352574677,0.02248946245023579,-0.0035528698478190196,0.004243725828471029,0.004828003718920599,-0.11340338591485188,-0.012263828452163315,-0.01190599632883257,0.005955939731061822,-0.011680253529301162,-0.0435620599316088,-0.008031056359321416,-0.004000252342015182,-0.10030133327433437,0.02261290469471039
26.0,1.0,-0.09301990979337972,0.03498876846177219,0.07063926860140106,0.016726338740659857,0.007515666669048314,-0.009436473353779166,-0.016268982087795376,-0.01877953234259215,-0.023775367151374186,-0.01226433326973306,-0.003078296860106978,-0.012530775890745841,-0.0680419642471117,-0.009051242701591326,0.010424133291901217,-0.010177014816485473,0.0018443661716670242,0.004213034297965026,-0.11020727332340934,0.005237738460328963,0.018111551738764137,0.13279743556251933,0.004661843202836048,0.04249110031750156,-0.005196287242461649,-0.003898973378837594,0.09013694846521052,-0.007921194283898148
27.0,1.0,-0.05148784735541033,0.04115003390883256,0.06529456526032548,-0.01918755021965222,-0.004215087826165894,-0.011168179927194941,-0.0073108258000940795,-0.014956243475511367,0.008290106420395366,-0.006570276717080496,-0.00441341304066718,-0.012300236404937666,-0.03765074761186763,-0.010596476324357292,0.0020515235802209867,-0.002001922426229686,-0.0020907430486672204,0.054478850084093804,-0.10875777228353681,-0.01910013679820342,0.024432376907270223,0.13165144048054267,-0.006806032875771986,0.06164589400785813,-0.0001845610092806667,-0.0038025408898240917,0.09389968965162684,0.027490218936006987
28.0,1.0,0.04628022013593664,0.05498687889342627,0.07496169382189662,-0.009078211472558445,0.004858109243697206,0.014759869778772897,0.005838681578039992,-0.008641966160682626,0.01202340816974664,0.009970713361025103,-0.0013259358709287183,0.016205950264954527,0.02596809047531163,0.0031846657036048286,0.026305933191091473,-0.0029516857479184007,-0.0018569241079769744,0.05602129456026578,-0.09684887768122574,0.010669782168023884,0.03233950519839888,0.1463096657788743,0.0005109656406063035,0.048672992837256436,-0.0032900151615461006,-0.004474966916397447,0.09987324164104346,-0.005877191494910746
29.0,1.0,0.05119403513041953,0.02698033783998582,0.10737555748189462,-0.0115938885024046,0.008748458829640622,0.019479556857865257,-0.011618182681122307,-0.012071646908240868,0.021396633893938973,-0.011120311794788132,0.02054751205936503,0.026669699026116107,0.006754215965034697,-0.003520436036863691,0.011229548711862611,-0.0040764770101808685,0.028357863828790922,0.028340662033035445,0.28525634516365544,0.029010650989851377,0.01687101446717592,0.2388053475925368,0.0034072155796056646,0.10964860422879674,-0.03145565641439538,0.0035329621179439968,0.09394192539816301,-0.004882843034460842
30.0,1.0,-0.043139682367832805,0.04895254156772939,0.08141493904498581,-0.006947965066939627,0.007781264908516284,0.010182727182579116,0.036557599083440216,-0.008142381495018185,0.025931166912044973,0.013399447500055473,-0.004600955052524163,0.05280031029490011,-0.0013712886362447878,-0.018796282090885092,0.02105946986646143,0.00429529995290227,-0.015737276523199627,0.04038605472460045,-0.06211749243999808,0.015768568724716134,0.021912976336458216,0.2557113107003496,0.03588513489711906,0.08997362381025148,0.00042495131050335113,0.005797688905532861,0.09415793822320175,0.0175740054126089
