fold_number,mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test
1.0,0.3766371746602449,4.012659343295105,0.31606494048889,4.012659343295105,0.8223917589768921,
2.0,0.33664507431570634,5.446685227758641,0.2115198106381282,5.446685227758641,0.8656780927711647,
3.0,0.46102739779753193,0.8214188607598971,0.3351809335756324,0.8214188607598971,0.8337590913184336,
4.0,0.4190762287144858,0.7725909909018165,0.22947017252277185,0.7725909909018165,0.8469046754492091,
5.0,0.44808243728571245,0.18993711646648492,0.2993333135184977,0.18993711646648492,0.8242084003313344,
6.0,0.4710964717772039,0.1158092529550403,0.3083965740613227,0.1158092529550403,0.8278162485091792,
7.0,0.4388053519280709,1.8712839943548651,0.34180205322027524,1.8712839943548651,0.8285317345467471,
8.0,0.4860498733642108,0.5781308800016043,0.3732501641680138,0.5781308800016043,0.8195943168320563,
9.0,0.4716811620579038,1.0004915317550855,0.32919877622019866,1.0004915317550855,0.8311990201478959,
10.0,0.48845487578758867,0.11685614108730569,0.3811764910982821,0.11685614108730569,0.8232561341925626,
11.0,0.48021231794854347,1.111162459993885,0.4035564964414997,1.111162459993885,0.8328351381502832,
12.0,0.46130775798683804,1.09340972299022,0.3210287748196414,1.09340972299022,0.8221467941014146,
13.0,0.4668653247883857,1.4332704809260246,0.29522949734740234,1.4332704809260246,0.8168784804049634,
14.0,0.4494674792764666,2.399057936130037,0.2948237030109633,2.399057936130037,0.8329728461618182,
15.0,0.44208607176853176,1.8450746772819593,0.31983137702088626,1.8450746772819593,0.8385840903431894,
16.0,0.47630319988772457,0.5734739603353032,0.33706966976955544,0.5734739603353032,0.8198753233505041,
17.0,0.4650197156778815,1.7914875170775084,0.3925208599796366,1.7914875170775084,0.8258696611676788,
18.0,0.43629796782173785,1.2905926646006858,0.3687879883960985,1.2905926646006858,0.8592555732797764,
19.0,0.4215459033363504,1.956758565589058,0.3130224911746664,1.956758565589058,0.863868366021787,
20.0,0.4188921159548278,2.839100365016508,0.3113757867133229,2.839100365016508,0.8701908004592875,
21.0,0.44666977208050207,1.163546999776635,0.3759659365533441,1.163546999776635,0.8563175523056734,
22.0,0.4689633685779683,0.3762641710241976,0.32776258656539525,0.3762641710241976,0.8398442182964647,
23.0,0.4479466877172168,0.6542868855083248,0.3617877799709972,0.6542868855083248,0.8419378274851456,
24.0,0.43760001110841945,0.7611673772320484,0.3568483317132338,0.7611673772320484,0.8538360585228698,
25.0,0.44223366713118833,0.5885237631687881,0.33462228009090067,0.5885237631687881,0.8442589370953293,
26.0,0.46704941480205747,0.3247170377685895,0.35869815183045217,0.3247170377685895,0.8458709759227194,
27.0,0.46782678192151395,0.7197354528603039,0.4028430053883736,0.7197354528603039,0.8441236647348919,
28.0,0.4497225345904139,0.11971670382294386,0.34173532369157655,0.11971670382294386,0.8540442042570935,
29.0,0.4437062440156736,1.261220040980127,0.3098454614949402,1.261220040980127,0.8357610897407125,
30.0,0.4642572105929053,0.8057053432476557,0.2880028501486287,0.8057053432476557,0.8405072428564696,
