fold_number,mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test
1.0,0.4853633877105008,3.2027414355863613,0.2895832544701138,3.2027414355863613,0.7124168397987884,
2.0,0.4167916605431401,4.2830150095461805,0.2817093005605438,4.2830150095461805,0.7671845499948786,
3.0,0.4490646008968014,0.47137538165891346,0.26310893456337814,0.47137538165891346,0.8225848005539969,
4.0,0.422674281412733,0.7710020192326794,0.2907940699658984,0.7710020192326794,0.8440219886618883,
5.0,0.4832660093402272,0.1912094649119669,0.26410485229423175,0.1912094649119669,0.783007748669632,
6.0,0.6149642806048432,0.2889314073573741,0.34547574938860537,0.2889314073573741,0.7054750792288682,
7.0,0.48491601984528504,1.495997785430779,0.31497849603494377,1.495997785430779,0.8064554039151599,
8.0,0.5938772794884383,0.7481008177900508,0.48038410631395145,0.7481008177900508,0.7660015415208841,
9.0,0.4144461553234443,0.8398703061544286,0.27787153193150615,0.8398703061544286,0.8431422193063377,
10.0,0.5236869514109973,0.028775507411075818,0.3253051874709436,0.028775507411075818,0.7991722882575623,
11.0,0.4759613642489673,1.1550140091843657,0.28938091596985105,1.1550140091843657,0.8279270049139009,
12.0,0.4346002063048028,1.2141668252079372,0.2933237469128285,1.2141668252079372,0.8243605386267503,
13.0,0.5076177848462297,1.4352871900211093,0.3217843083738421,1.4352871900211093,0.781216894223937,
14.0,0.4109553613302887,1.6440393829028321,0.22576667366656222,1.6440393829028321,0.8546362967223331,
15.0,0.4508668926007272,1.5955364905865008,0.2641628192301152,1.5955364905865008,0.856499326822752,
16.0,0.5734355459520138,0.5948062557203466,0.41118308179943974,0.5948062557203466,0.7220593820272403,
17.0,0.5192876289200182,1.8013245651693897,0.38133550559573415,1.8013245651693897,0.7911566288327649,
18.0,0.466369491196854,1.1710892148393581,0.3376054180841823,1.1710892148393581,0.8614674923036452,
19.0,0.4376562309213346,1.3216184282804118,0.33159531724685887,1.3216184282804118,0.8600901887119533,
20.0,0.42557686069514766,2.6141175445840483,0.23135576725826867,2.6141175445840483,0.8279715244627196,
21.0,0.44045669623088163,1.2188293371760408,0.3073696248775033,1.2188293371760408,0.851163478461376,
22.0,0.46632620169160033,0.33785718138243825,0.3152496144985567,0.33785718138243825,0.7925657600119821,
23.0,0.6544318550100187,0.6269932743144793,0.5592857917036225,0.6269932743144793,0.6888709087032217,
24.0,0.5155609579579788,0.8745037731281844,0.3271848749299444,0.8745037731281844,0.7974671200169162,
25.0,0.4682564367075695,0.9698784254071156,0.2605875197367473,0.9698784254071156,0.7883332293362437,
26.0,0.4564296659922043,0.3541240727210846,0.284795271113206,0.3541240727210846,0.8355554626944542,
27.0,0.5104771507968426,0.5440413752034656,0.41036975109353524,0.5440413752034656,0.8122114812358293,
28.0,0.5129429643635374,0.025798482120735322,0.30736438975577585,0.025798482120735322,0.7514963480499105,
29.0,0.4801918877952401,0.046585725415378754,0.2274252374196819,0.046585725415378754,0.7847049150912947,
30.0,0.49957192799406624,0.8730964123462348,0.3474015903345098,0.8730964123462348,0.7866416174364425,
