model,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
RF,4.012659343295105,5.446685227758641,0.8214188607598971,0.7725909909018165,0.18993711646648492,0.1158092529550403,1.8712839943548651,0.5781308800016043,1.0004915317550855,0.11685614108730569,1.111162459993885,1.09340972299022,1.4332704809260246,2.399057936130037,1.8450746772819593,0.5734739603353032,1.7914875170775084,1.2905926646006858,1.956758565589058,2.839100365016508,1.163546999776635,0.3762641710241976,0.6542868855083248,0.7611673772320484,0.5885237631687881,0.3247170377685895,0.7197354528603039,0.11971670382294386,1.261220040980127,0.8057053432476557
0.9,4.012659343295105,5.446685227758641,0.019146466543408014,0.7725909909018165,0.21381149836362012,0.037386498693890546,1.8712839943548651,0.5781308800016043,1.0004915317550855,0.5068228346306065,0.8689605621362544,1.0760912160542326,0.7716177156388161,2.399057936130037,1.8450746772819593,0.3792533552815083,1.3255996554621108,1.2905926646006858,1.956758565589058,2.839100365016508,1.163546999776635,0.3762641710241976,0.6542868855083248,0.7611673772320484,0.5885237631687881,0.3247170377685895,0.7197354528603039,0.11971670382294386,1.261220040980127,0.8057053432476557
0.7,4.012659343295105,5.446685227758641,0.655058882108583,0.24793528431823342,0.019490368278027637,0.34282400502730837,1.2085027538425872,0.5781308800016043,1.3051340263805087,0.6601905447122616,1.5299721981746812,1.2448044337489852,0.7358815710415306,1.601278925253649,1.8450746772819593,0.7391153352508175,1.806846133317198,1.2905926646006858,1.956758565589058,2.6472921126824698,1.163546999776635,0.21650285939405034,0.6542868855083248,0.7611673772320484,0.5885237631687881,0.3247170377685895,0.7197354528603039,0.9987074474824347,1.261220040980127,0.8057053432476557
0.5,4.09604406568336,5.446685227758641,0.7334304402866381,0.1301212415176496,0.019490368278027637,0.3547093800118961,1.5134474475085082,0.7162502113702385,0.9651964488216717,0.6601905447122616,1.5299721981746812,1.2448044337489852,1.0180299249143876,1.6387974308589197,1.3271722835471285,0.7391153352508175,1.830915910302155,1.2905926646006858,1.5200062727412118,2.6472921126824698,0.9099139894923338,0.17527532307305127,0.70199252921687,0.6651576978805682,0.5885237631687881,0.22315380259308393,0.7540804071971858,0.9987074474824347,1.6469476234943592,0.18407088706233488
