index,times_better,times_equal,times_worse,mean,median,calibration_method,weights_method,algorithm_name
RF,,,,1.2678045154888886,0.9109551962574913,weighted,clus,DE1
0.9,14.0,9.0,7.0,1.2230816583351414,0.7663925464354322,weighted,clus,DE1
0.7,15.0,1.0,14.0,1.2174732447601795,0.7985281734436822,weighted,clus,DE1
0.5,16.0,0.0,14.0,1.2214357372480713,0.9394111280410837,weighted,clus,DE1
