index,times_better,times_equal,times_worse,mean,median,calibration_method,weights_method,algorithm_name
RF,,,,1.2678045154888886,0.9109551962574913,weighted,,DE1
0.9,7.0,21.0,2.0,1.1995333251626477,0.7891481670747361,weighted,,DE1
0.7,8.0,14.0,8.0,1.2456113713360955,0.9022063953650452,weighted,,DE1
0.5,15.0,3.0,12.0,1.2090029137810447,0.9375552191570027,weighted,,DE1
