model,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
RF, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0.9,0,1,1,0,3,3,0,1,2,3,3,5,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0,3,3,4,5,5,6,6,4,5,5,5,7,4,0,5,2,6,0,5,7,1,6,7,5,2,0,0,1,1
0.5,4,4,7,7,8,7,9,10,8,6,5,6,8,4,4,5,5,8,1,6,9,2,9,9,8,7,2,0,4,3
